serialNumber,lnNumber,familyType,Type,firstFlight,planeAge,testRegistration,enginesType,enginesNumber,registration,deliveryDate,operator,remark,status
27252,63,Boeing 777,777-21HER,14/03/1997,,N5020K,RR Trent 892,2,A6-EMG,11/04/1997,Emirates,Stored 05/2016 as 2-RLAK / VP-BSN,Transferred
27252,63,Boeing 777,777-21HER,14/03/1997,,N5020K,RR Trent 892,2,VP-,01/08/2018,IrAero,To enter in service,On order
27253,91,Boeing 777,777-21HER,25/08/1997,,,RR Trent 892,2,A6-EMJ,30/09/1997,Emirates,Stored 10/2016 as 2-RLAL,Transferred
27253,91,Boeing 777,777-21HER,25/08/1997,,,RR Trent 892,2,VP-BIC,14/04/2017,VIM Airlines,Stored 10/2017,Stored
27263,28,Boeing 777,777-267,04/04/1996,,,RR Trent 877,2,VR-HNC,09/05/1996,Cathay Pacific,,Transferred
27263,28,Boeing 777,777-267,04/04/1996,,,RR Trent 877,2,B-HNC,03/09/1997,Cathay Pacific,Stored 05/2019,Stored
27264,31,Boeing 777,777-267,22/05/1996,,,RR Trent 877,2,VR-HND,13/06/1996,Cathay Pacific,,Transferred
27264,31,Boeing 777,777-267,22/05/1996,,,RR Trent 877,2,B-HND,15/09/1997,Cathay Pacific,Stored 08/2019,Stored
27265,14,Boeing 777,777-267,26/05/1995,,N77772,RR Trent 877,2,VR-HNA,23/08/1996,Cathay Pacific,,Transferred
27265,14,Boeing 777,777-267,26/05/1995,,N77772,RR Trent 877,2,B-HNA,31/07/1997,Cathay Pacific,Stored 02/2019,Stored
27266,18,Boeing 777,777-267,09/11/1995,,N77773,RR Trent 877,2,VR-HNB,25/10/1996,Cathay Pacific,,Transferred
27266,18,Boeing 777,777-267,09/11/1995,,N77773,RR Trent 877,2,B-HNB,29/08/1997,Cathay Pacific,Stored 12/2018,Stored
27357,20,Boeing 777,777-21B,30/11/1995,,,GE GE90-85B,2,B-2051,28/12/1995,China Southern Airlines,Stored 05/2018,Stored
27358,24,Boeing 777,777-21B,09/02/1996,,N5017V,GE GE90-85B,2,B-2052,28/02/1996,China Southern Airlines,Stored 03/2017,Stored
27359,46,Boeing 777,777-21B,29/10/1996,,,GE GE90-85B,2,B-2053,15/11/1996,China Southern Airlines,Stored 03/2018 as N837BC (BCC)  Scrapped,Scrapped
27360,48,Boeing 777,777-21B,15/11/1996,,,GE GE90-85B,2,B-2054,05/12/1996,China Southern Airlines,Stored 01/2017,Stored
27364,23,Boeing 777,777-246,26/01/1996,,,PW PW4084,2,JA8981,15/02/1996,Japan Airlines,Stored 06/2014 as N272AT (Bank of Utah),Scrapped
27365,26,Boeing 777,777-246,08/03/1996,,,PW PW4084,2,JA8982,28/03/1996,Japan Airlines,Stored 11/2014,Stored
27366,39,Boeing 777,777-246,15/08/1996,,,PW PW4084,2,JA8983,12/09/1996,Japan Airlines,Stored 05/2015,Stored
27483,41,Boeing 777,777-236ER,04/10/1996,23.5,N5022E,GE GE90-85B,2,G-VIIA,03/07/1997,British Airways,,Active
27484,49,Boeing 777,777-236ER,06/12/1996,23.4,N5023Q,GE GE90-85B,2,G-VIIB,23/05/1997,British Airways,,Active
27485,53,Boeing 777,777-236ER,08/01/1997,23.3,N5016R,GE GE90-85B,2,G-VIIC,06/02/1997,British Airways,,Active
27486,56,Boeing 777,777-236ER,03/02/1997,23.2,,GE GE90-85B,2,G-VIID,18/02/1997,British Airways,lsd from BBAM,Active
27487,58,Boeing 777,777-236ER,14/02/1997,23.2,,GE GE90-85B,2,G-VIIE,27/02/1997,British Airways,lsd from BBAM,Active
27488,61,Boeing 777,777-236ER,18/03/1997,23.1,,GE GE90-85B,2,G-VIIF,19/03/1997,British Airways,,Active
27489,65,Boeing 777,777-236ER,31/03/1997,23,,GE GE90-85B,2,G-VIIG,09/04/1997,British Airways,,Active
27490,70,Boeing 777,777-236ER,23/04/1997,23,,GE GE90-85B,2,G-VIIH,07/05/1997,British Airways,,Active
27491,76,Boeing 777,777-236ER,30/05/1997,22.9,,GE GE90-85B,2,G-RAES,10/06/1997,British Airways,,Active
27492,111,Boeing 777,777-236ER,11/12/1997,22.3,,GE GE90-85B,2,G-VIIJ,29/12/1997,British Airways,,Active
27493,127,Boeing 777,777-236ER,28/02/1998,22.1,,GE GE90-85B,2,G-VIIL,13/03/1998,British Airways,,Active
27504,136,Boeing 777,777-367,04/05/1998,21.9,,RR Trent 892,2,B-HNH,22/05/1998,Cathay Pacific,,Active
27505,118,Boeing 777,777-367,19/02/1998,22.1,N5017V,RR Trent 892,2,B-HNG,25/06/1998,Cathay Pacific,,Active
27506,102,Boeing 777,777-367,03/11/1997,22.4,N5016R,RR Trent 892,2,B-HNF,23/09/1998,Cathay Pacific,,Active
27507,94,Boeing 777,777-367,16/10/1997,22.5,N5014K,RR Trent 892,2,B-HNE,27/10/1998,Cathay Pacific,First 777-300 Prototype,Active
27508,204,Boeing 777,777-367,17/03/1999,21.1,,RR Trent 892,2,B-HNI,25/03/1999,Cathay Pacific,,Active
27509,224,Boeing 777,777-367,04/06/1999,20.9,,RR Trent 892,2,B-HNJ,24/06/1999,Cathay Pacific,,Active
27510,248,Boeing 777,777-367,22/09/1999,20.6,,RR Trent 892,2,B-HNK,29/09/1999,Cathay Pacific,,Active
27524,55,Boeing 777,777-21BER,29/01/1997,,,GE GE90-92B,2,B-2055,28/02/1997,China Southern Airlines,Scrapped 10/2015Stored 12/2014,Scrapped
27525,66,Boeing 777,777-21BER,31/03/1997,,,GE GE90-92B,2,B-2056,18/04/1997,China Southern Airlines,Stored 12/2014,Stored
27577,161,Boeing 777,777-224ER,08/09/1998,21.6,,GE GE90-92B,2,N78001,28/09/1998,Continental Airlines,,Transferred
27577,161,Boeing 777,777-224ER,08/09/1998,21.6,,GE GE90-92B,2,N78001,27/11/2010,United Airlines,Named Gordon M. Bethune,Active
27578,165,Boeing 777,777-224ER,17/09/1998,21.6,,GE GE90-92B,2,N78002,29/09/1998,Continental Airlines,,Transferred
27578,165,Boeing 777,777-224ER,17/09/1998,21.6,,GE GE90-92B,2,N78002,30/11/2010,United Airlines,,Active
27579,167,Boeing 777,777-224ER,07/10/1998,21.5,,GE GE90-92B,2,N78003,10/11/1998,Continental Airlines,,Transferred
27579,167,Boeing 777,777-224ER,07/10/1998,21.5,,GE GE90-92B,2,N78003,01/05/2011,United Airlines,,Active
27580,169,Boeing 777,777-224ER,15/10/1998,21.5,,GE GE90-92B,2,N78004,19/11/1998,Continental Airlines,,Transferred
27580,169,Boeing 777,777-224ER,15/10/1998,21.5,,GE GE90-92B,2,N78004,05/06/2011,United Airlines,,Active
27581,177,Boeing 777,777-224ER,19/11/1998,21.4,,GE GE90-92B,2,N78005,07/12/1998,Continental Airlines,,Transferred
27581,177,Boeing 777,777-224ER,19/11/1998,21.4,,GE GE90-92B,2,N78005,10/05/2011,United Airlines,,Active
27604,106,Boeing 777,777-21BER,13/11/1997,,N5022E,GE GE90-92B,2,B-2057,08/01/1998,China Southern Airlines,Stored 12/2014  Scrapped,Scrapped
27605,110,Boeing 777,777-21BER,22/11/1997,,N5028Y,GE GE90-92B,2,B-2058,12/01/1998,China Southern Airlines,Stored 12/2014,Stored
27606,121,Boeing 777,777-21BER,26/01/1998,,N688CZ,GE GE90-90B,2,B-2062,13/02/1998,China Southern Airlines,,Transferred
27606,121,Boeing 777,777-21BER,26/01/1998,,N688CZ,GE GE90-90B,2,N688CZ,07/07/1998,China Southern Airlines,lsd from ilfc,Transferred
27606,121,Boeing 777,777-21BER,26/01/1998,,N688CZ,GE GE90-90B,2,B-2062,26/08/2004,China Southern Airlines,,Transferred
27606,121,Boeing 777,777-21BER,26/01/1998,,N688CZ,GE GE90-90B,2,VP-BJB,09/04/2013,Nordwind Airlines,ScrappedStored 09/2017Lsd From Alafco  Named  Oleg Lengarov,Scrapped
27606,121,Boeing 777,777-21BER,26/01/1998,,N688CZ,GE GE90-90B,2,B-2062,13/02/1998,China Southern Airlines,,Transferred
27606,121,Boeing 777,777-21BER,26/01/1998,,N688CZ,GE GE90-90B,2,N688CZ,07/07/1998,China Southern Airlines,lsd from ilfc,Transferred
27606,121,Boeing 777,777-21BER,26/01/1998,,N688CZ,GE GE90-90B,2,B-2062,26/08/2004,China Southern Airlines,,Transferred
27606,121,Boeing 777,777-21BER,26/01/1998,,N688CZ,GE GE90-90B,2,VP-BJB,09/04/2013,Nordwind Airlines,ScrappedStored 09/2017Lsd From Alafco  Named  Oleg Lengarov,Scrapped
27607,135,Boeing 777,777-2Q8ER,21/05/1998,21.9,N5022E,GE GE90-94B,2,VP-BAS,17/06/1998,Aeroflot,lsd ILFC,Transferred
27607,135,Boeing 777,777-2Q8ER,21/05/1998,21.9,N5022E,GE GE90-94B,2,VN-A147,27/08/2005,Vietnam Airlines,lsd from ILFC,Transferred
27607,135,Boeing 777,777-2Q8ER,21/05/1998,21.9,N5022E,GE GE90-94B,2,OE-LPE,06/03/2014,Austrian Airlines,Named Blue Danubeleased from Aercap,Active
27608,164,Boeing 777,777-2Q8ER,25/09/1998,21.5,,GE GE90-94B,2,VP-BAU,02/10/1998,Aeroflot,lsd ILFC - ret to lessor 01/08/05,Transferred
27608,164,Boeing 777,777-2Q8ER,25/09/1998,21.5,,GE GE90-94B,2,VN-A151,24/10/2005,Vietnam Airlines,Stored 05/2014Lsd From Ilfc,Transferred
27608,164,Boeing 777,777-2Q8ER,25/09/1998,21.5,,GE GE90-94B,2,VQ-BUD,28/05/2014,Nordwind Airlines,Lsd From Aercap,Active
27609,195,Boeing 777,777-228ER,03/02/1999,21.2,,GE GE90-90B2,2,F-GSPG,19/02/1999,Air France,lsd ILFC,Active
27636,45,Boeing 777,777-289,23/10/1996,,,PW PW4084,2,JA8977,03/12/1996,Japan Air System,,Transferred
27636,45,Boeing 777,777-289,23/10/1996,,,PW PW4084,2,JA8977,01/04/2004,Japan Airlines Domestic,,Transferred
27636,45,Boeing 777,777-289,23/10/1996,,,PW PW4084,2,JA8977,01/10/2006,Japan Airlines,Stored 01/2020,Stored
27637,79,Boeing 777,777-289,18/06/1997,22.8,,PW PW4084,2,JA8978,23/06/1997,Japan Air System,,Transferred
27637,79,Boeing 777,777-289,18/06/1997,22.8,,PW PW4084,2,JA8978,01/04/2004,Japan Airlines Domestic,,Transferred
27637,79,Boeing 777,777-289,18/06/1997,22.8,,PW PW4084,2,JA8978,01/10/2006,Japan Airlines,,Active
27638,107,Boeing 777,777-289,13/11/1997,22.4,,PW PW4084,2,JA8979,26/11/1997,Japan Air System,,Transferred
27638,107,Boeing 777,777-289,13/11/1997,22.4,,PW PW4084,2,JA8979,01/04/2004,Japan Airlines Domestic,,Transferred
27638,107,Boeing 777,777-289,13/11/1997,22.4,,PW PW4084,2,JA8979,01/10/2006,Japan Airlines,,Active
27639,134,Boeing 777,777-289,30/03/1998,22,,PW PW4084,2,JA007D,27/04/1998,Japan Air System,,Transferred
27639,134,Boeing 777,777-289,30/03/1998,22,,PW PW4084,2,JA007D,01/04/2004,Japan Airlines Domestic,,Transferred
27639,134,Boeing 777,777-289,30/03/1998,22,,PW PW4084,2,JA007D,01/10/2006,Japan Airlines,,Active
27640,146,Boeing 777,777-289,08/06/1998,21.8,,PW PW4084,2,JA008D,23/06/1998,Japan Air System,,Transferred
27640,146,Boeing 777,777-289,08/06/1998,21.8,,PW PW4084,2,JA008D,01/04/2004,Japan Airlines Domestic,,Transferred
27640,146,Boeing 777,777-289,08/06/1998,21.8,,PW PW4084,2,JA008D,01/10/2006,Japan Airlines,,Active
27641,159,Boeing 777,777-289,20/08/1998,21.6,N5017V,PW PW4084,2,JA009D,02/09/1998,Japan Air System,,Transferred
27641,159,Boeing 777,777-289,20/08/1998,21.6,N5017V,PW PW4084,2,JA009D,01/04/2004,Japan Airlines Domestic,,Transferred
27641,159,Boeing 777,777-289,20/08/1998,21.6,N5017V,PW PW4084,2,JA009D,01/10/2006,Japan Airlines,,Active
27642,213,Boeing 777,777-289,22/04/1999,21,,PW PW4084,2,JA010D,13/05/1999,Japan Air System,,Transferred
27642,213,Boeing 777,777-289,22/04/1999,21,,PW PW4084,2,JA010D,01/04/2004,Japan Airlines Domestic,,Transferred
27642,213,Boeing 777,777-289,22/04/1999,21,,PW PW4084,2,JA010D,01/10/2006,Japan Airlines,,Active
27651,68,Boeing 777,777-246,20/04/1997,,,PW PW4084,2,JA8984,21/04/1997,Japan Airlines,Stored 02/2020 as N101AR AAR Supply Chain inc,Stored
27652,72,Boeing 777,777-246,02/05/1997,22.9,,PW PW4084,2,JA8985,14/05/1997,Japan Airlines,,Active
27653,635,Boeing 777,777-246,08/05/2007,12.9,,PW PW4084,2,JA773J,17/05/2007,Japan Airlines,,Active
27654,458,Boeing 777,777-346,27/10/2003,16.5,,PW PW4090,2,JA751J,04/11/2003,Japan Airlines,,Active
27655,460,Boeing 777,777-346,07/11/2003,16.4,,PW PW4090,2,JA752J,14/11/2003,Japan Airlines,,Active
27656,437,Boeing 777,777-246,29/04/2003,17,,PW PW4084,2,JA771J,14/05/2003,Japan Airlines,,Active
27657,507,Boeing 777,777-246,31/03/2005,15,,PW PW4084,2,JA772J,14/04/2005,Japan Airlines,,Active
27726,25,Boeing 777,777-2D7,01/03/1996,24.1,,RR Trent 875,2,HS-TJA,31/03/1996,Thai Airways,Named Lamphun,Active
27727,32,Boeing 777,777-2D7,30/05/1996,23.9,,RR Trent 875,2,HS-TJB,13/06/1996,Thai Airways,Named Uthaithani,Active
27728,44,Boeing 777,777-2D7,07/10/1996,23.5,,RR Trent 875,2,HS-TJC,25/10/1996,Thai Airways,Named Nakon Nayok,Active
27729,51,Boeing 777,777-2D7,10/12/1996,23.3,,RR Trent 875,2,HS-TJD,19/12/1996,Thai Airways,Named Mukdahan,Active
27730,89,Boeing 777,777-2D7,04/08/1997,,,RR Trent 875,2,HS-TJE,15/08/1997,Thai Airways,Stored 12/2016 as N175GT (ga telesis)Named Chaiyaphum,Scrapped
27731,95,Boeing 777,777-2D7,18/09/1997,,,RR Trent 875,2,HS-TJF,29/09/1997,Thai Airways,Scrapped 12/2017Stored 08/2016 as N176GTNamed Phanom Sarakham - Lsd Murgese Leasing,Scrapped
27732,100,Boeing 777,777-2D7,22/10/1997,22.5,,RR Trent 875,2,HS-TJG,31/10/1997,Thai Airways,Named Pattani,Active
27733,113,Boeing 777,777-2D7,05/12/1997,22.4,,RR Trent 875,2,HS-TJH,09/01/1998,Thai Airways,Named Suphanburi,Active
27938,77,Boeing 777,777-281,09/06/1997,,,PW PW4090,2,JA701A,23/06/1997,All Nippon Airways,Scrapped 11/2018Stored 01/2018,Scrapped
27939,172,Boeing 777,777-381,12/10/1998,21.5,,PW PW4090,2,JA754A,20/10/1998,All Nippon Airways,,Active
27940,737,Boeing 777,777-381ER,25/07/2008,11.7,,GE GE90-115B,2,JA783A,02/08/2008,All Nippon Airways,,Active
27945,59,Boeing 777,777-2B5ER,21/03/1997,23.1,,PW PW4090,2,HL7530,21/03/1997,Korean Air,,Active
27946,62,Boeing 777,777-2B5ER,14/03/1997,23.1,,PW PW4090,2,HL7531,27/02/1997,Korean Air,,Active
27947,148,Boeing 777,777-2B5ER,25/06/1998,21.8,N50217,PW PW4090,2,HL7526,29/12/1998,Korean Air,,Active
27948,178,Boeing 777,777-3B5,30/07/1999,20.7,,PW PW4098,2,HL7533,12/08/1999,Korean Air,,Active
27949,356,Boeing 777,777-2B5ER,01/08/2001,18.7,,PW PW4090,2,HL7598,28/09/2001,Korean Air,,Active
27950,120,Boeing 777,777-3B5,04/02/1998,22.2,N5020K,PW PW4098,2,HL7534,28/12/1999,Korean Air,,Active
27951,411,Boeing 777,777-2B5ER,12/07/2002,17.8,,PW PW4090,2,HL7714,25/07/2002,Korean Air,,Active
27952,288,Boeing 777,777-3B5,15/06/2000,19.8,,PW PW4098,2,HL7573,27/06/2000,Korean Air,,Active
