serialNumber,lnNumber,familyType,Type,firstFlight,planeAge,testRegistration,enginesType,enginesNumber,registration,deliveryDate,operator,remark,status
45,,Airbus A380,380-841,23/02/2009,11.1,F-WWSG,RR Trent 970,4,9V-SKJ,06/09/2009,Singapore Airlines,,Active
46,,Airbus A380,380-861,29/01/2010,10.2,F-WWAG,GP7270,4,A6-EDL,12/08/2010,Emirates,,Active
47,,Airbus A380,380-842,06/08/2009,10.7,F-WWAD,RR Trent 972,4,VH-OQG,16/12/2010,Qantas,Named Charles Ulm,Active
48,,Airbus A380,380-841,29/04/2010,10,F-WWAK,RR Trent 970,4,D-AIMD,16/11/2010,Lufthansa,Named Tokio,Active
49,,Airbus A380,380-861,22/02/2010,10.1,F-WWAL,GP7270,4,F-HPJD,12/08/2010,Air France,,Active
50,,Airbus A380,380-842,28/08/2009,10.6,F-WWAE,RR Trent 972,4,VH-OQH,01/02/2011,Qantas,Named Reginald Ansett,Active
51,,Airbus A380,380-841,10/09/2009,10.6,F-WWAH,RR Trent 970,4,9V-SKK,16/07/2010,Singapore Airlines,,Active
52,,Airbus A380,380-861,26/05/2010,9.9,F-WWAN,GP7270,4,F-HPJE,17/05/2011,Air France,,Active
54,,Airbus A380,380-841,12/08/2011,8.7,F-WWAX,RR Trent 970,4,B-6138,29/02/2012,China Southern Airlines,,Active
55,,Airbus A380,380-842,26/05/2010,9.9,F-WWAP,RR Trent 972,4,VH-OQI,14/01/2011,Qantas,Named David Warren,Active
55,,Airbus A380,380-842,26/05/2010,9.9,F-WWAP,RR Trent 972,4,VH-OQI,14/01/2011,Qantas,Named David Warren,Active
56,,Airbus A380,380-861,17/05/2010,9.9,F-WWAR,GP7270,4,A6-EDN,05/11/2010,Emirates,,Active
57,,Airbus A380,380-861,26/05/2010,9.9,F-WWAS,GP7270,4,A6-EDO,30/11/2010,Emirates,,Active
58,,Airbus A380,380-841,23/07/2010,9.7,F-WWSI,RR Trent 970,4,9V-SKL,16/06/2011,Singapore Airlines,,Active
59,,Airbus A380,380-861,16/02/2011,9.2,F-WWAY,GP7270,4,HL7613,19/08/2011,Korean Air,,Active
61,,Airbus A380,380-841,03/08/2010,9.7,F-WWAV,RR Trent 970,4,D-AIME,16/03/2011,Lufthansa,Named Johannesburg,Active
62,,Airbus A380,380-842,09/09/2010,9.6,F-WWAQ,RR Trent 972,4,VH-OQJ,09/04/2011,Qantas,Named Bert Hinkler,Active
63,,Airbus A380,380-842,01/04/2011,9,F-WWSK,RR Trent 972,4,VH-OQK,26/11/2011,Qantas,Named John and Reginald Duigan,Active
64,,Airbus A380,380-861,27/08/2010,9.6,F-WWAU,GP7270,4,F-HPJF,17/06/2011,Air France,,Active
65,,Airbus A380,380-841,29/09/2010,9.5,F-WWSM,RR Trent 970,4,9V-SKM,29/09/2011,Singapore Airlines,,Active
66,,Airbus A380,380-841,18/10/2010,9.5,F-WWSN,RR Trent 970,4,D-AIMF,04/04/2011,Lufthansa,Named Zürich,Active
67,,Airbus A380,380-861,23/09/2011,8.6,F-WWSQ,GP7270,4,F-HPJG,05/06/2012,Air France,,Active
68,,Airbus A380,380-861,15/03/2011,9.1,F-WWSJ,GP7270,4,HL7614,07/09/2011,Korean Air,,Active
69,,Airbus A380,380-841,22/11/2010,9.4,F-WWSO,RR Trent 970,4,D-AIMG,07/05/2011,Lufthansa,Named Wien,Active
70,,Airbus A380,380-841,09/12/2010,9.3,F-WWSG,RR Trent 970,4,D-AIMH,07/07/2011,Lufthansa,Named New York,Active
71,,Airbus A380,380-841,08/11/2010,9.4,F-WWSX,RR Trent 970,4,9V-SKN,14/09/2011,Singapore Airlines,,Active
72,,Airbus A380,380-841,16/11/2011,8.4,F-WWSR,RR Trent 970,4,D-AIMI,16/05/2012,Lufthansa,Named Berlin,Active
73,,Airbus A380,380-841,28/11/2011,8.4,F-WWSP,RR Trent 970,4,D-AIMJ,15/06/2012,Lufthansa,Named Brüssel,Active
74,,Airbus A380,380-842,19/04/2011,9,F-WWSL,RR Trent 972,4,VH-OQL,16/12/2011,Qantas,Named Phyllis Arnott,Active
75,,Airbus A380,380-861,16/05/2011,8.9,F-WWSS,GP7270,4,HL7615,28/11/2011,Korean Air,,Active
76,,Airbus A380,380-841,22/06/2011,8.8,F-WWSC,RR Trent 970,4,9V-SKP,12/01/2012,Singapore Airlines,,Active
77,,Airbus A380,380-861,18/03/2011,9.1,F-WWSY,GP7270,4,A6-EDP,14/10/2011,Emirates,,Active
78,,Airbus A380,380-841,20/10/2011,8.5,F-WWSU,RR Trent 970,4,9M-MNA,29/05/2012,Malaysia Airlines,,Active
79,,Airbus A380,380-841,10/10/2011,8.5,F-WWST,RR Trent 970,4,9V-SKQ,02/04/2012,Singapore Airlines,,Active
80,,Airbus A380,380-861,18/04/2011,9,F-WWSY,GP7270,4,A6-EDQ,28/10/2011,Emirates,,Active
81,,Airbus A380,380-841,17/01/2012,8.2,F-WWAJ,RR Trent 970,4,9M-MNB,10/08/2012,Malaysia Airlines,,Active
82,,Airbus A380,380-841,05/09/2011,8.6,F-WWSH,RR Trent 970,4,9V-SKR,08/02/2012,Singapore Airlines,,Active
83,,Airbus A380,380-861,31/05/2011,8.9,F-WWSQ,GP7270,4,A6-EDR,25/11/2011,Emirates,,Active
84,,Airbus A380,380-841,14/03/2012,8.1,F-WWAD,RR Trent 970,4,9M-MNC,15/11/2012,Malaysia Airlines,,Active
85,,Airbus A380,380-841,13/12/2011,8.3,F-WWAF,RR Trent 970,4,9V-SKS,31/07/2012,Singapore Airlines,,Active
86,,Airbus A380,380-861,17/06/2011,8.8,F-WWSB,GP7270,4,A6-EDS,16/12/2011,Emirates,,Active
87,,Airbus A380,380-841,05/03/2012,8.1,F-WWAO,RR Trent 970,4,HS-TUA,28/09/2012,Thai Airways,Named Si Rattana,Active
88,,Airbus A380,380-841,26/03/2012,8,F-WWAR,RR Trent 970,4,B-6139,14/09/2012,China Southern Airlines,,Active
89,,Airbus A380,380-841,21/05/2012,7.9,F-WWSO,RR Trent 970,4,9M-MND,22/11/2012,Malaysia Airlines,,Active
90,,Airbus A380,380-861,05/07/2011,8.8,F-WWSE,GP7270,4,A6-EDT,02/12/2011,Emirates,,Active
92,,Airbus A380,380-841,03/02/2012,8.2,F-WWSA,RR Trent 970,4,9V-SKT,06/09/2012,Singapore Airlines,,Active
93,,Airbus A380,380-841,06/06/2012,7.8,F-WWAN,RR Trent 970,4,HS-TUB,29/11/2012,Thai Airways,Named Mancha Khiri,Active
94,,Airbus A380,380-841,12/09/2012,7.6,F-WWAV,RR Trent 970,4,9M-MNE,22/02/2013,Malaysia Airlines,,Active
95,,Airbus A380,380-841,09/11/2012,7.4,F-WWSK,RR Trent 970,4,G-XLEA,04/07/2013,British Airways,,Active
96,,Airbus A380,380-861,29/06/2012,7.8,F-WWAP,GP7270,4,HL7619,10/12/2012,Korean Air,,Active
98,,Airbus A380,380-861,29/08/2011,8.6,F-WWAB,GP7270,4,A6-EDU,24/02/2012,Emirates,,Active
99,,Airbus A380,380-861,18/10/2011,8.5,F-WWAF,GP7270,4,F-HPJH,02/05/2012,Air France,,Active
100,,Airbus A380,380-841,13/08/2012,7.7,F-WWAT,RR Trent 970,4,HS-TUC,21/12/2012,Thai Airways,Named Chaiya,Active
101,,Airbus A380,380-861,28/10/2011,8.5,F-WWAG,GP7270,4,A6-EDV,30/07/2012,Emirates,,Active
103,,Airbus A380,380-861,10/01/2012,8.3,F-WWAL,GP7270,4,A6-EDW,29/08/2012,Emirates,,Active
105,,Airbus A380,380-861,28/02/2012,8.1,F-WWAK,GP7270,4,A6-EDX,01/10/2012,Emirates,,Active
106,,Airbus A380,380-861,05/04/2012,8,F-WWAS,GP7270,4,A6-EDY,01/10/2012,Emirates,,Active
107,,Airbus A380,380-861,26/04/2012,8,F-WWSD,GP7270,4,A6-EDZ,12/10/2012,Emirates,,Active
108,,Airbus A380,380-861,10/08/2012,7.7,F-WWSI,GP7270,4,A6-EEA,19/12/2012,Emirates,,Active
109,,Airbus A380,380-861,11/05/2012,7.9,F-WWSN,GP7270,4,A6-EEB,09/11/2012,Emirates,,Active
110,,Airbus A380,380-861,05/07/2012,7.8,F-WWAE,GP7270,4,A6-EEC,30/11/2012,Emirates,,Active
110,,Airbus A380,380-861,05/07/2012,7.8,F-WWAE,GP7270,4,A6-EEC,30/11/2012,Emirates,,Active
111,,Airbus A380,380-861,19/07/2012,7.7,F-WWAQ,GP7270,4,A6-EED,28/12/2012,Emirates,,Active
112,,Airbus A380,380-861,02/08/2012,7.7,F-WWAU,GP7270,4,A6-EEE,27/12/2012,Emirates,,Active
113,,Airbus A380,380-861,26/11/2012,7.4,F-WWSJ,GP7270,4,A6-EEF,03/05/2013,Emirates,,Active
114,,Airbus A380,380-841,29/10/2012,7.5,F-WWSG,RR Trent 970,4,9M-MNF,14/03/2013,Malaysia Airlines,,Active
115,,Airbus A380,380-861,08/03/2013,7.1,F-WWSL,GP7270,4,F-HPJI,13/09/2013,Air France,,Active
116,,Airbus A380,380-861,14/12/2012,7.3,F-WWSS,GP7270,4,A6-EEG,08/05/2013,Emirates,,Active
117,,Airbus A380,380-861,16/01/2014,6.2,F-WWSV,GP7270,4,F-HPJJ,23/06/2014,Air France,,Active
119,,Airbus A380,380-861,03/01/2013,7.3,F-WWSY,GP7270,4,A6-EEH,04/06/2013,Emirates,,Active
120,,Airbus A380,380-841,25/09/2012,7.5,F-WWSB,RR Trent 970,4,B-6140,01/03/2013,China Southern Airlines,,Active
121,,Airbus A380,380-841,04/02/2013,7.2,F-WWAY,RR Trent 970,4,G-XLEB,20/09/2013,British Airways,At Manila For D-check 01/2019,Active
122,,Airbus A380,380-841,12/10/2012,7.5,F-WWSE,RR Trent 970,4,HS-TUD,22/03/2013,Thai Airways,Named Phayuha Khiri,Active
123,,Airbus A380,380-861,17/01/2013,7.2,F-WWAM,GP7270,4,A6-EEI,17/06/2013,Emirates,,Active
124,,Airbus A380,380-841,25/03/2013,7,F-WWSC,RR Trent 970,4,G-XLEC,18/10/2013,British Airways,,Active
125,,Airbus A380,380-841,18/06/2013,6.8,F-WWSQ,RR Trent 970,4,HS-TUE,29/10/2013,Thai Airways,Lsd From Doric  Named: Si Racha,Active
126,,Airbus A380,380-861,24/01/2013,7.2,F-WWSZ,GP7270,4,HL7621,27/08/2013,Korean Air,,Active
127,,Airbus A380,380-861,23/04/2013,7,F-WWAZ,GP7270,4,A6-EEJ,19/09/2013,Emirates,,Active
128,,Airbus A380,380-861,20/03/2013,7.1,F-WWAB,GP7270,4,HL7622,25/10/2013,Korean Air,,Active
130,,Airbus A380,380-861,12/02/2014,6.2,F-WWSD,GP7270,4,HL7627,27/06/2014,Korean Air,,Active
131,,Airbus A380,380-841,24/04/2013,7,F-WWSI,RR Trent 970,4,HS-TUF,29/11/2013,Thai Airways,Named Kamalasai,Active
132,,Airbus A380,380-861,22/02/2013,7.1,F-WWSF,GP7270,4,A6-EEK,29/08/2013,Emirates,Lsd From Doric,Active
133,,Airbus A380,380-861,10/04/2013,7,F-WWSH,GP7270,4,A6-EEL,27/11/2013,Emirates,Lsd From Doric Asset,Active
134,,Airbus A380,380-861,13/05/2013,6.9,F-WWSY,GP7270,4,A6-EEM,14/11/2013,Emirates,Lsd From Doric Asset Finance,Active
135,,Airbus A380,380-861,22/05/2013,6.9,F-WWSR,GP7270,4,A6-EEN,27/11/2013,Emirates,,Active
136,,Airbus A380,380-861,03/06/2013,6.9,F-WWAX,GP7270,4,A6-EEO,29/10/2013,Emirates,Lsd From Doric,Active
137,,Airbus A380,380-861,06/09/2013,6.6,F-WWST,GP7270,4,A7-APA,18/09/2014,Qatar Airways,,Active
138,,Airbus A380,380-861,24/06/2013,6.8,F-WWAF,GP7270,4,A6-EEP,12/12/2013,Emirates,,Active
139,,Airbus A380,380-861,05/07/2013,6.8,F-WWSB,GP7270,4,A6-EER,19/12/2013,Emirates,Lsd From Novus Aviation Capital,Active
140,,Airbus A380,380-861,15/07/2013,6.7,F-WWAD,GP7270,4,A6-EES,19/12/2013,Emirates,Lsd From Novus Aviation Capital,Active
141,,Airbus A380,380-861,08/10/2013,6.5,F-WWAG,GP7270,4,A6-EEQ,14/02/2014,Emirates,,Active
142,,Airbus A380,380-861,06/11/2013,6.4,F-WWAH,GP7270,4,A6-EET,27/03/2014,Emirates,,Active
143,,Airbus A380,380-861,08/11/2013,6.4,F-WWAJ,GP7270,4,A7-APB,11/11/2014,Qatar Airways,,Active
144,,Airbus A380,380-841,01/08/2013,6.7,F-WWAK,RR Trent 970,4,G-XLED,17/01/2014,British Airways,,Active
145,,Airbus A380,380-861,11/02/2014,6.2,F-WWAL,GP7270,4,A7-APC,02/12/2014,Qatar Airways,,Active
146,,Airbus A380,380-841,14/10/2013,6.5,F-WWAO,RR Trent 970,4,D-AIMK,01/04/2014,Lufthansa,Named Düsseldorf,Active
147,,Airbus A380,380-861,05/11/2013,6.4,F-WWAR,GP7270,4,A6-EEU,27/03/2014,Emirates,,Active
148,,Airbus A380,380-841,09/10/2013,6.5,F-WWAS,RR Trent 970,4,G-XLEE,06/03/2014,British Airways,,Active
149,,Airbus A380,380-841,02/12/2013,6.4,F-WWSX,RR Trent 970,4,D-AIML,07/05/2014,Lufthansa,Named Hamburg,Active
150,,Airbus A380,380-861,10/12/2013,6.3,F-WWSA,GP7270,4,A6-EEV,19/05/2014,Emirates,,Active
151,,Airbus A380,380-841,13/01/2014,6.2,F-WWSI,RR Trent 970,4,G-XLEF,15/05/2014,British Airways,,Active
152,,Airbus A380,380-841,13/12/2013,6.3,F-WWAP,RR Trent 970,4,HL7625,29/05/2014,Asiana Airlines,,Active
153,,Airbus A380,380-861,24/01/2014,6.2,F-WWAE,GP7270,4,A6-EEW,27/06/2014,Emirates,,Active
154,,Airbus A380,380-861,18/02/2014,6.1,F-WWAN,GP7270,4,A6-EEX,09/07/2014,Emirates,,Active
155,,Airbus A380,380-841,25/02/2014,6.1,F-WWAQ,RR Trent 970,4,HL7626,24/07/2014,Asiana Airlines,,Active
156,,Airbus A380,380-861,05/03/2014,6.1,F-WWAT,GP7270,4,HL7628,28/07/2014,Korean Air,,Active
157,,Airbus A380,380-861,12/03/2014,6.1,F-WWAV,GP7270,4,A6-EEY,04/09/2014,Emirates,,Active
158,,Airbus A380,380-861,24/03/2014,6,F-WWAU,GP7270,4,A6-EEZ,22/08/2014,Emirates,,Active
159,,Airbus A380,380-861,14/04/2014,6,F-WWSE,GP7270,4,A6-EOA,26/09/2014,Emirates,,Active
160,,Airbus A380,380-861,14/05/2014,5.9,F-WWSG,GP7270,4,A7-APD,23/12/2014,Qatar Airways,,Active
161,,Airbus A380,380-841,24/04/2014,6,F-WWSK,RR Trent 970,4,G-XLEG,11/09/2014,British Airways,,Active
162,,Airbus A380,380-841,02/04/2016,4,F-WWSL,RR Trent 970,4,A6-EVB,16/11/2018,Emirates,skymark airlines JA380A not taken up,Active
162,,Airbus A380,380-841,02/04/2016,4,F-WWSL,RR Trent 970,4,A6-EVB,16/11/2018,Emirates,skymark airlines JA380A not taken up,Active
163,,Airbus A380,380-841,19/05/2014,5.9,F-WWSL,RR Trent 970,4,G-XLEH,16/10/2014,British Airways,,Active
164,,Airbus A380,380-861,05/06/2014,5.9,F-WWSO,GP7270,4,A6-EOB,07/11/2014,Emirates,,Active
165,,Airbus A380,380-861,24/06/2014,5.8,F-WWSJ,GP7270,4,A6-EOC,26/11/2014,Emirates,,Active
166,,Airbus A380,380-861,16/06/2014,5.8,F-WWSS,GP7270,4,A6-APA,16/12/2014,Etihad Airways,,Active
167,,Airbus A380,380-841,17/10/2017,2.5,F-WWSN,RR Trent 970,4,A6-EVA,26/04/2018,Emirates,,Active
168,,Airbus A380,380-861,16/07/2014,5.7,F-WWSY,GP7270,4,A6-EOD,10/12/2014,Emirates,,Active
169,,Airbus A380,380-861,31/07/2014,5.7,F-WWSZ,GP7270,4,A6-EOE,22/12/2014,Emirates,,Active
170,,Airbus A380,380-861,17/09/2014,5.6,F-WWAB,GP7270,4,A6-APB,25/04/2015,Etihad Airways,,Active
171,,Airbus A380,380-861,27/08/2014,5.6,F-WWAM,GP7270,4,A6-EOF,30/01/2015,Emirates,,Active
172,,Airbus A380,380-861,06/10/2014,5.5,F-WWAX,GP7270,4,A6-EOG,05/03/2015,Emirates,,Active
173,,Airbus A380,380-841,22/09/2014,5.6,F-WWSB,RR Trent 970,4,G-XLEI,13/02/2015,British Airways,,Active
174,,Airbus A380,380-861,07/11/2014,5.4,F-WWSH,GP7270,4,A6-EOH,17/04/2015,Emirates,,Active
175,,Airbus A380,380-841,02/10/2014,5.5,F-WWSP,RR Trent 970,4,D-AIMM,14/03/2015,Lufthansa,Named Delhi,Active
176,,Airbus A380,380-861,27/11/2014,5.4,F-WWAY,GP7270,4,A6-APC,30/05/2015,Etihad Airways,,Active
177,,Airbus A380,380-841,06/11/2014,5.4,F-WWSR,RR Trent 970,4,D-AIMN,10/04/2015,Lufthansa,Named Deutschland,Active
178,,Airbus A380,380-861,09/12/2014,5.3,F-WWAD,GP7270,4,A6-EOI,18/05/2015,Emirates,,Active
179,,Airbus A380,380-841,17/12/2014,5.3,F-WWAF,RR Trent 970,4,HL7634,07/05/2015,Asiana Airlines,,Active
180,,Airbus A380,380-861,28/04/2014,6,F-WWAZ,GP7270,4,A6-APD,08/08/2015,Etihad Airways,,Active
181,,Airbus A380,380-861,22/01/2015,5.2,F-WWSC,GP7270,4,A7-APE,14/06/2015,Qatar Airways,,Active
182,,Airbus A380,380-861,02/02/2015,5.2,F-WWSF,GP7270,4,A6-EOJ,09/06/2015,Emirates,,Active
183,,Airbus A380,380-841,10/02/2015,5.2,F-WWSQ,RR Trent 970,4,HL7635,08/06/2015,Asiana Airlines,,Active
184,,Airbus A380,380-861,18/02/2015,5.1,F-WWSU,GP7270,4,A6-EOK,14/07/2015,Emirates,,Active
186,,Airbus A380,380-861,03/03/2015,5.1,F-WWAG,GP7270,4,A6-EOL,16/07/2015,Emirates,,Active
187,,Airbus A380,380-861,10/03/2015,5.1,,GP7270,4,A6-EOM,03/08/2015,Emirates,,Active
188,,Airbus A380,380-861,19/03/2015,5.1,F-WWAK,GP7270,4,A6-EON,01/09/2015,Emirates,,Active
189,,Airbus A380,380-861,24/04/2015,5,F-WWAO,GP7270,4,A7-APF,09/10/2015,Qatar Airways,,Active
190,,Airbus A380,380-861,21/04/2015,5,F-WWAR,GP7270,4,A6-EOO,19/08/2015,Emirates,,Active
191,,Airbus A380,380-861,20/05/2015,4.9,F-WWSA,GP7270,4,A6-APE,20/10/2015,Etihad Airways,,Active
192,,Airbus A380,380-841,12/06/2015,4.8,F-WWAE,RR Trent 970,4,G-XLEJ,10/11/2015,British Airways,,Active
193,,Airbus A380,380-861,05/06/2016,3.9,F-WWSD,GP7270,4,A7-APG,17/12/2016,Qatar Airways,,Active
194,,Airbus A380,380-841,14/09/2015,4.6,F-WWSG,RR Trent 970,4,G-XLEK,03/02/2016,British Airways,,Active
195,,Airbus A380,380-861,16/06/2015,4.8,F-WWSB,GP7270,4,A6-APF,05/03/2016,Etihad Airways,,Active
197,,Airbus A380,380-861,06/12/2016,3.3,F-WWAS,GP7270,4,A7-APH,05/05/2017,Qatar Airways,,Active
198,,Airbus A380,380-861,10/11/2015,4.4,F-WWSK,GP7270,4,A6-APG,13/04/2016,Etihad Airways,,Active
199,,Airbus A380,380-861,22/12/2015,4.3,F-WWSS,GP7270,4,A6-APH,13/05/2016,Etihad Airways,,Active
200,,Airbus A380,380-861,12/05/2015,4.9,F-WWSV,GP7270,4,A6-EOP,04/11/2015,Emirates,Back in service 02/2020 22 Aug 2019 - Damaged during maintenance (the nose landing gear apparently retracts),Active
201,,Airbus A380,380-861,03/06/2015,4.9,F-WWAN,GP7270,4,A6-EOQ,28/11/2015,Emirates,,Active
202,,Airbus A380,380-861,25/06/2015,4.8,F-WWAP,GP7270,4,A6-EOR,03/12/2015,Emirates,,Active
203,,Airbus A380,380-861,16/07/2015,4.7,F-WWAQ,GP7270,4,A6-EOS,11/12/2015,Emirates,,Active
204,,Airbus A380,380-861,29/07/2015,4.7,F-WWAT,GP7270,4,A6-EOT,24/12/2015,Emirates,,Active
205,,Airbus A380,380-861,11/08/2015,4.7,F-WWSX,GP7270,4,A6-EOU,26/01/2016,Emirates,,Active
206,,Airbus A380,380-861,28/09/2015,4.5,F-WWSE,GP7270,4,A6-EOV,19/02/2016,Emirates,,Active
207,,Airbus A380,380-861,27/10/2015,4.5,F-WWSJ,GP7270,4,A6-EOW,25/03/2016,Emirates,,Active
208,,Airbus A380,380-861,23/11/2015,4.4,A6-EOR,GP7270,4,A6-EOX,13/04/2016,Emirates,,Active
209,,Airbus A380,380-861,03/12/2015,4.4,F-WWSO,GP7270,4,A6-EOY,22/04/2016,Emirates,,Active
210,,Airbus A380,380-861,13/01/2016,4.2,F-WWST,GP7270,4,A6-EOZ,20/05/2016,Emirates,,Active
211,,Airbus A380,380-861,22/01/2016,4.2,F-WWSY,GP7270,4,A6-EUA,02/06/2016,Emirates,,Active
213,,Airbus A380,380-861,09/02/2016,4.2,F-WWSZ,GP7270,4,A6-EUB,23/06/2016,Emirates,,Active
214,,Airbus A380,380-861,26/02/2016,4.1,F-WWAJ,GP7270,4,A6-EUC,10/09/2016,Emirates,,Active
215,,Airbus A380,380-841,15/02/2016,4.2,F-WWAL,RR Trent 970,4,G-XLEL,22/06/2016,British Airways,,Active
