serialNumber,lnNumber,familyType,Type,firstFlight,planeAge,testRegistration,enginesType,enginesNumber,registration,deliveryDate,operator,remark,status
2918,,Airbus A318,318-111,17/10/2006,13.5,D-AUAB,CFMI CFM56-5B8/P,2,F-GUGN,26/10/2006,Air France,,Active
2931,,Airbus A318,318-111,03/11/2006,13.4,D-AUAC,CFMI CFM56-5B8/P,2,YR-ASA,15/11/2006,TAROM,Named Aurel Vlaicu,Active
2951,,Airbus A318,318-111,15/11/2006,13.4,D-AUAD,CFMI CFM56-5B8/P,2,F-GUGO,27/11/2006,Air France,,Active
2955,,Airbus A318,318-111,23/11/2006,13.4,D-AUAE,CFMI CFM56-5B8/P,2,YR-ASB,04/12/2006,TAROM,Named Traian Vuia,Active
2967,,Airbus A318,318-111,05/12/2006,13.3,D-AUAF,CFMI CFM56-5B8/P,2,F-GUGP,14/12/2006,Air France,,Active
2972,,Airbus A318,318-111,08/12/2006,13.3,D-AUAG,CFMI CFM56-5B8/P,2,F-GUGQ,11/01/2007,Air France,,Active
3001,,Airbus A318,318-122,14/02/2007,,D-AUAI,PW PW6124A,2,CC-CVA,31/05/2007,LAN Airlines,Stored 02/2011,Transferred
3001,,Airbus A318,318-122,14/02/2007,,D-AUAI,PW PW6124A,2,PR-AVH,20/04/2011,Avianca Brasil,Stored 11/2014  Scrapped At Bkv,Scrapped
3009,,Airbus A318,318-111,17/01/2007,13.2,D-AUAJ,CFMI CFM56-5B8/P,2,F-GUGR,22/02/2007,Air France,To Joon,Active
3030,,Airbus A318,318-122,11/08/2007,,D-AUAK,PW PW6124A,2,CC-CVB,22/08/2007,LAN Airlines,,Transferred
3030,,Airbus A318,318-122,11/08/2007,,D-AUAK,PW PW6124A,2,PR-AVJ,14/08/2011,Avianca Brasil,Ceased operations 24 May 2019,Stored
3038,,Airbus A318,318-111,14/02/2007,,D-AUAL,CFMI CFM56-5B8/P,2,N808FR,23/02/2007,Frontier Airlines,"Stored 04/2009 - Used For Spares 1/3/2011 Scrapped",Scrapped
3062,,Airbus A318,318-122,09/10/2007,,D-AUAM,PW PW6124A,2,CC-CVF,19/10/2007,LAN Airlines,Std At Mex Since 18/03/2011,Transferred
3062,,Airbus A318,318-122,09/10/2007,,D-AUAM,PW PW6124A,2,PR-AVK,01/05/2011,Avianca Brasil,Stored 01/2015,Stored
3092,,Airbus A318,318-111,30/03/2007,,D-AUAB,CFMI CFM56-5B8/P,2,N809FR,13/04/2007,Frontier Airlines,Stored at GWO 09/2009  Scrapped,Scrapped
3100,,Airbus A318,318-112,20/04/2007,13,D-AUAN,CFMI CFM56-5B8/P,2,LX-GJC,28/02/2008,Global Jet Luxembourg,,Active
3110,,Airbus A318,318-111,24/04/2007,,D-AUAA,CFMI CFM56-5B8/P,2,N810FR,05/05/2007,Frontier Airlines,Stored 09/2010  Scrapped,Scrapped
3163,,Airbus A318,318-111,01/06/2007,,D-AUAC,CFMI CFM56-5B8/P,2,N812FR,15/06/2007,Frontier Airlines,Stored 09/2010  Scrapped,Scrapped
3214,,Airbus A318,318-122,01/12/2007,,D-AUAD,PW PW6124A,2,CC-CVH,14/12/2007,LAN Airlines,,Transferred
3214,,Airbus A318,318-122,01/12/2007,,D-AUAD,PW PW6124A,2,PR-AVL,15/06/2011,Avianca Brasil,Ceased operations 24 May 2019,Stored
3216,,Airbus A318,318-122,13/12/2007,,D-AUAE,PW PW6124A,2,CC-CVN,21/12/2007,LAN Airlines,,Transferred
3216,,Airbus A318,318-122,13/12/2007,,D-AUAE,PW PW6124A,2,PR-AVO,18/07/2011,Avianca Brasil,Stored 11/2014 to 04/2017,Stored
3220,,Airbus A318,318-111,25/10/2007,12.5,D-AUAF,CFMI CFM56-5B8/P,2,YR-ASC,05/11/2007,TAROM,Named Henri Coandã,Active
3225,,Airbus A318,318-111,27/11/2007,12.4,D-AUAG,CFMI CFM56-5B8/P,2,YR-ASD,05/12/2007,TAROM,Named Smaranda Brăescu,Active
3225,,Airbus A318,318-111,27/11/2007,12.4,D-AUAG,CFMI CFM56-5B8/P,2,YR-ASD,05/12/2007,TAROM,Named Smaranda Brăescu,Active
3238,,Airbus A318,318-112 ELITE,22/08/2007,12.6,D-AUAJ,CFMI CFM56-5B9/P,2,VP-CKS,28/09/2007,National Air Services,,Transferred
3238,,Airbus A318,318-112 ELITE,22/08/2007,12.6,D-AUAJ,CFMI CFM56-5B9/P,2,VP-CKS,05/10/2015,Kalair,,Active
3333,,Airbus A318,318-112CJ,26/11/2007,12.4,D-AUAA,CFMI CFM56-5B9/P,2,D-AIMM,04/12/2007,Private,,Transferred
3333,,Airbus A318,318-112CJ,26/11/2007,12.4,D-AUAA,CFMI CFM56-5B9/P,2,B-6186,01/12/2008,Yalian Business Jet,,Transferred
3333,,Airbus A318,318-112CJ,26/11/2007,12.4,D-AUAA,CFMI CFM56-5B9/P,2,B-6186,15/01/2020,Business Aviaiton Asia,,Active
3363,,Airbus A318,318-112 ELITE,15/02/2008,12.2,D-AUAB,CFMI CFM56-5B9/P,2,HB-IPQ,10/03/2008,Comlux,,Transferred
3363,,Airbus A318,318-112 ELITE,15/02/2008,12.2,D-AUAB,CFMI CFM56-5B9/P,2,9H-AFL,16/01/2009,Comlux Aviation Malta,,Transferred
3363,,Airbus A318,318-112 ELITE,15/02/2008,12.2,D-AUAB,CFMI CFM56-5B9/P,2,B-77777,01/12/2013,Minth Group Limited,,Transferred
3363,,Airbus A318,318-112 ELITE,15/02/2008,12.2,D-AUAB,CFMI CFM56-5B9/P,2,D-APWG,02/08/2018,K5 Aviation,,Active
3371,,Airbus A318,318-121,17/01/2008,,D-AUAC,PW PW6122A,2,CC-CVP,31/01/2008,LAN Airlines,Stored 03/2012,Transferred
3371,,Airbus A318,318-121,17/01/2008,,D-AUAC,PW PW6122A,2,PR-ONC,14/08/2012,Avianca Brasil,Ceased operations 24 May 2019,Stored
3390,,Airbus A318,318-122,29/02/2008,,D-AUAH,PW PW6124A,2,CC-CVR,13/03/2008,LAN Airlines,,Transferred
3390,,Airbus A318,318-122,29/02/2008,,D-AUAH,PW PW6124A,2,HC-CHM,30/03/2009,LAN Ecuador,,Transferred
3390,,Airbus A318,318-122,29/02/2008,,D-AUAH,PW PW6124A,2,CC-CVR,01/05/2011,LAN Airlines,Stored 06/2012,Transferred
3390,,Airbus A318,318-122,29/02/2008,,D-AUAH,PW PW6124A,2,PR-OND,31/10/2012,Avianca Brasil,Stored 11/2014,Stored
3438,,Airbus A318,318-121,07/04/2008,,D-AUAA,PW PW6122A,2,CC-CVS,18/04/2008,LAN Airlines,,Transferred
3438,,Airbus A318,318-121,07/04/2008,,D-AUAA,PW PW6122A,2,HC-CHN,30/03/2009,LAN Ecuador,,Transferred
3438,,Airbus A318,318-121,07/04/2008,,D-AUAA,PW PW6122A,2,CC-CVS,15/05/2011,LAN Airlines,Stored 08/2012,Transferred
3438,,Airbus A318,318-121,07/04/2008,,D-AUAA,PW PW6122A,2,PR-ONG,22/11/2012,Avianca Brasil,Stored 12/2014,Stored
3469,,Airbus A318,318-121,14/05/2008,,D-AUAD,PW PW6122A,2,CC-CVU,30/05/2008,LAN Airlines,,Transferred
3469,,Airbus A318,318-121,14/05/2008,,D-AUAD,PW PW6122A,2,HC-CHO,09/04/2009,LAN Ecuador,,Transferred
3469,,Airbus A318,318-121,14/05/2008,,D-AUAD,PW PW6122A,2,CC-CVU,01/05/2011,LAN Airlines,Stored 10/2012,Transferred
3469,,Airbus A318,318-121,14/05/2008,,D-AUAD,PW PW6122A,2,PR-ONH,12/01/2013,Avianca Brasil,Stored 02/2017,Stored
3509,,Airbus A318,318-121,17/06/2008,,D-AUAE,PW PW6122A,2,CC-CVV,01/07/2008,LAN Airlines,Stored 11/2012,Transferred
3509,,Airbus A318,318-121,17/06/2008,,D-AUAE,PW PW6122A,2,PR-ONI,26/02/2013,Avianca Brasil,Ceased operations 24 May 2019,Stored
3530,,Airbus A318,318-112 ELITE,19/05/2008,11.9,D-AUAC,CFMI CFM56-5B9/P,2,VP-CKH,04/03/2009,National Air Services,,Active
3585,,Airbus A318,318-121,15/07/2008,,D-AUAB,PW PW6122A,2,CC-CZJ,25/07/2008,LAN Airlines,Stored 12/2012,Transferred
3585,,Airbus A318,318-121,15/07/2008,,D-AUAB,PW PW6122A,2,PR-ONM,10/05/2013,Avianca Brasil,Stored 02/2015Lsd From Afs,Stored
3602,,Airbus A318,318-121,13/08/2008,,D-AUAE,PW PW6122A,2,CC-CZN,23/08/2008,LAN Airlines,Stored 02/2013,Transferred
3602,,Airbus A318,318-121,13/08/2008,,D-AUAE,PW PW6122A,2,PR-ONO,17/06/2013,Avianca Brasil,Stored 05/2018,Stored
3606,,Airbus A318,318-121,08/09/2008,,D-AUAG,PW PW6122A,2,CC-CZQ,18/09/2008,LAN Airlines,Stored 03/2013,Transferred
3606,,Airbus A318,318-121,08/09/2008,,D-AUAG,PW PW6122A,2,PR-ONP,24/07/2013,Avianca Brasil,Stored 02/2015Lsd From Afs,Stored
3617,,Airbus A318,318-112CJ,08/08/2008,,D-AUAH,CFMI CFM56-5B9/P,2,B-6188,19/08/2009,China Sonangol,,Transferred
3617,,Airbus A318,318-112CJ,08/08/2008,,D-AUAH,CFMI CFM56-5B9/P,2,B-6188,13/01/2017,China Eastern Airlines,Stored 01/2018,Stored
3635,,Airbus A318,318-121,30/09/2008,,D-AUAI,PW PW6122A,2,CC-CZR,11/10/2008,LAN Airlines,Stored 05/2013,Transferred
3635,,Airbus A318,318-121,30/09/2008,,D-AUAI,PW PW6122A,2,PR-ONQ,05/09/2013,Avianca Brasil,Stored 01/2015,Stored
3642,,Airbus A318,318-121,28/10/2008,,D-AUAJ,PW PW6122A,2,CC-CZS,06/11/2008,LAN Airlines,Stored 04/2013,Transferred
3642,,Airbus A318,318-121,28/10/2008,,D-AUAJ,PW PW6122A,2,PR-ONR,09/12/2013,Avianca Brasil,Stored 06/2017Stored 04/2015 to 12/2016,Stored
3751,,Airbus A318,318-112 ELITE,18/12/2008,11.3,D-AUAC,CFMI CFM56-5B9/P,2,D-AYYC,27/01/2009,Comlux,,Transferred
3751,,Airbus A318,318-112 ELITE,18/12/2008,11.3,D-AUAC,CFMI CFM56-5B9/P,2,VQ-BDD,01/08/2009,Jordanian Gvmt,,Transferred
3751,,Airbus A318,318-112 ELITE,18/12/2008,11.3,D-AUAC,CFMI CFM56-5B9/P,2,TC-ANK,17/04/2018,Turkey Government,,Active
3886,,Airbus A318,318-112CJ,22/04/2009,11,D-AUAB,CFMI CFM56-5B9/P,2,OE-ICP,29/04/2009,Jet Alliance,,Transferred
3886,,Airbus A318,318-112CJ,22/04/2009,11,D-AUAB,CFMI CFM56-5B9/P,2,D-AIMM,21/01/2010,Jet Alliance,,Transferred
3886,,Airbus A318,318-112CJ,22/04/2009,11,D-AUAB,CFMI CFM56-5B9/P,2,B-6411,21/07/2010,Private,Stored 11/2014,Transferred
3886,,Airbus A318,318-112CJ,22/04/2009,11,D-AUAB,CFMI CFM56-5B9/P,2,B-55411,01/12/2014,Private,,Transferred
3886,,Airbus A318,318-112CJ,22/04/2009,11,D-AUAB,CFMI CFM56-5B9/P,2,B-55411,10/07/2019,EVA Air,,Active
3932,,Airbus A318,318-112CJ,12/06/2009,10.8,D-AUAD,CFMI CFM56-5B9/P,2,D-AYYD,26/06/2009,Airbus Industrie,,Transferred
3932,,Airbus A318,318-112CJ,12/06/2009,10.8,D-AUAD,CFMI CFM56-5B9/P,2,HZ-RCA,22/04/2010,Mid East Jet,,Transferred
3932,,Airbus A318,318-112CJ,12/06/2009,10.8,D-AUAD,CFMI CFM56-5B9/P,2,HZ-AS99,01/04/2017,Mid East Jet,,Transferred
3932,,Airbus A318,318-112CJ,12/06/2009,10.8,D-AUAD,CFMI CFM56-5B9/P,2,HZ-AS99,01/06/2017,Saudi Royal Flight,,Active
3985,,Airbus A318,318-112 ELITE,01/12/2009,,D-AUAE,CFMI CFM56-5B9/P,2,VP-VAH,24/07/2010,Al Jaber Aviation,,Transferred
3985,,Airbus A318,318-112 ELITE,01/12/2009,,D-AUAE,CFMI CFM56-5B9/P,2,A6-AJC,02/08/2010,Al Jaber Aviation,,Transferred
3985,,Airbus A318,318-112 ELITE,01/12/2009,,D-AUAE,CFMI CFM56-5B9/P,2,VP-CLJ,01/10/2019,Unknown,To enter in service,On order
4007,,Airbus A318,318-112 CJ ELITE,19/08/2009,10.6,D-AUAC,CFMI CFM56-5B9/P,2,G-EUNA,28/08/2009,British Airways,,Active
4039,,Airbus A318,318-112 CJ ELITE,18/09/2009,10.6,D-AUAF,CFMI CFM56-5B9/P,2,G-EUNB,30/09/2009,British Airways,Stored 04/2017,Transferred
4039,,Airbus A318,318-112 CJ ELITE,18/09/2009,10.6,D-AUAF,CFMI CFM56-5B9/P,2,G-EUNB,03/07/2017,Titan Airways,,Active
4169,,Airbus A318,318-112CJ ELITE,19/01/2010,10.2,D-AUAB,,,9H-AFT,09/06/2010,Comlux Aviation Malta,,Transferred
4169,,Airbus A318,318-112CJ ELITE,19/01/2010,10.2,D-AUAB,,,OE-LUX,04/08/2011,Tyrolean Jet Service,,Transferred
4169,,Airbus A318,318-112CJ ELITE,19/01/2010,10.2,D-AUAB,,,LX-LTI,29/12/2016,Global Jet Luxembourg,,Active
4211,,Airbus A318,318-112 ELITE,05/03/2010,10.1,D-AUAD,CFMI CFM56-5B9/P,2,VP-CCH,28/10/2011,Jet Aviation Business Jet,,Transferred
4211,,Airbus A318,318-112 ELITE,05/03/2010,10.1,D-AUAD,CFMI CFM56-5B9/P,2,A6-CAS,05/11/2015,Constellation Aviation,,Active
4503,,Airbus A318,318-112CJ,17/11/2010,9.4,D-AUAF,CFMI CFM56-5B9/P,2,OE-ICE,29/11/2010,Jet Alliance,,Transferred
4503,,Airbus A318,318-112CJ,17/11/2010,9.4,D-AUAF,CFMI CFM56-5B9/P,2,OE-ICE,01/06/2013,Avcon Jet,,Transferred
4503,,Airbus A318,318-112CJ,17/11/2010,9.4,D-AUAF,CFMI CFM56-5B9/P,2,9H-ICE,30/01/2018,DC Aviation Malta,,Active
4650,,Airbus A318,318-112CJ,15/03/2011,,D-AUAG,CFMI CFM56-5B9/P,2,M-HHHH,19/04/2012,Kutus Limited,,Stored
4732,,Airbus A318,318-112CJ,20/05/2011,8.9,D-AUAB,CFMI CFM56-5B9/P,2,B-6936,22/09/2012,GCL Poly Energy,,Active
4878,,Airbus A318,318-112 CJ ELITE,11/10/2011,,D-AUAC,CFMI CFM56-5B9/P,2,VP-BKG,16/11/2012,Hongkong Jet,Stored 10/2016,Transferred
4878,,Airbus A318,318-112 CJ ELITE,11/10/2011,,D-AUAC,CFMI CFM56-5B9/P,2,D-ALFX,01/11/2016,K5 Aviation,To enter in service,On order
5478,,Airbus A318,318-112CJ,11/02/2013,7.2,D-AUAC,CFMI CFM56-5B9/P,2,N777UE,18/11/2013,Universal Entertainment,Stored 10/2018,Transferred
5478,,Airbus A318,318-112CJ,11/02/2013,7.2,D-AUAC,CFMI CFM56-5B9/P,2,9H-UEC,01/11/2018,Comlux Aviation Malta,,Active
5545,,Airbus A318,318-112ACJ,01/11/2013,6.4,D-AUAA,,,VP-CYB,10/04/2015,Business Aviation Asia,,Active
