serialNumber,lnNumber,familyType,Type,firstFlight,planeAge,testRegistration,enginesType,enginesNumber,registration,deliveryDate,operator,remark,status
267,,Airbus A310,310-222,29/07/1983,,F-WZEM,PW JT9D-7R4E1,2,N453FE,26/08/1999,Federal Express,Stored 01/2016Converted A310-222F,Stored
270,,Airbus A310,310-222,24/08/1983,,F-WZEN,PW JT9D-7R4E1,2,5N-AUE,14/12/1984,Nigeria Airways,Scrapped at Lagos 2006,Scrapped
273,,Airbus A310,310-203,13/10/1983,,F-WZEO,GE CF6-80A3,2,D-AICL,20/01/1984,Lufthansa,,Transferred
273,,Airbus A310,310-203,13/10/1983,,F-WZEO,GE CF6-80A3,2,N409FE,15/09/1994,Federal Express,Converted 310-203F - Stored 10/2009,Stored
276,,Airbus A310,310-222,19/09/1983,,F-WZEP,PW JT9D-7R4E1,2,9K-AHB,26/10/1983,Kuwait Airways,,Transferred
276,,Airbus A310,310-222,19/09/1983,,F-WZEP,PW JT9D-7R4E1,2,YI-AOB,02/08/1990,szd Iraq,,Transferred
276,,Airbus A310,310-222,19/09/1983,,F-WZEP,PW JT9D-7R4E1,2,F-WGYO,20/04/1994,Airbus Industrie,,Transferred
276,,Airbus A310,310-222,19/09/1983,,F-WZEP,PW JT9D-7R4E1,2,A7-ABB,01/06/1994,Qatar Airways,,Transferred
276,,Airbus A310,310-222,19/09/1983,,F-WZEP,PW JT9D-7R4E1,2,F-WGYN,18/05/1995,Airbus Industrie,,Transferred
276,,Airbus A310,310-222,19/09/1983,,F-WZEP,PW JT9D-7R4E1,2,F-OGYW,01/09/1997,Airbus Industrie,,Transferred
276,,Airbus A310,310-222,19/09/1983,,F-WZEP,PW JT9D-7R4E1,2,F-OGYW,06/07/1998,Armenian Airlines,Broken up at XLW 16/02/04,Scrapped
278,,Airbus A310,310-222,30/09/1983,,F-WZER,PW JT9D-7R4E1,2,9K-AHC,09/12/1983,Kuwait Airways,,Transferred
278,,Airbus A310,310-222,30/09/1983,,F-WZER,PW JT9D-7R4E1,2,YI-AOE,02/08/1990,szd Iraq,,Transferred
278,,Airbus A310,310-222,30/09/1983,,F-WZER,PW JT9D-7R4E1,2,9K-AHC,01/10/1992,Kuwait Airways,,Transferred
278,,Airbus A310,310-222,30/09/1983,,F-WZER,PW JT9D-7R4E1,2,F-WGYP,20/04/1994,Airbus Industrie,,Transferred
278,,Airbus A310,310-222,30/09/1983,,F-WZER,PW JT9D-7R4E1,2,TC-GAC,23/06/1994,Holiday Air,,Transferred
278,,Airbus A310,310-222,30/09/1983,,F-WZER,PW JT9D-7R4E1,2,F-WGYP,21/10/1994,Airbus Industrie,,Transferred
278,,Airbus A310,310-222,30/09/1983,,F-WZER,PW JT9D-7R4E1,2,F-OGYX,28/07/1997,Sudan Airways,,Transferred
278,,Airbus A310,310-222,30/09/1983,,F-WZER,PW JT9D-7R4E1,2,N454FE,15/10/1999,Federal Express,Stored 04/2016Converted 310-222F,Stored
281,,Airbus A310,310-203,13/10/1983,,F-WZET,GE CF6-80A3,2,PH-MCA,15/03/1984,Martinair Holland,,Transferred
281,,Airbus A310,310-203,13/10/1983,,F-WZET,GE CF6-80A3,2,N423FE,02/11/1995,Federal Express,Stored 11/2015Converted 310-203F,Stored
283,,Airbus A310,310-203,24/10/1983,,F-WZEA,GE CF6-80A3,2,PH-AGE,13/01/1984,KLM,,Transferred
283,,Airbus A310,310-203,24/10/1983,,F-WZEA,GE CF6-80A3,2,PH-AGE,31/03/1992,MEA,,Transferred
283,,Airbus A310,310-203,24/10/1983,,F-WZEA,GE CF6-80A3,2,N443FE,23/10/1997,Federal Express,Converted 310-203F - Stored 12/2009,Stored
285,,Airbus A310,310-222,09/11/1983,,F-WZEB,PW JT9D-7R4E1,2,5N-AUF,14/12/1984,Nigeria Airways,,Stored
288,,Airbus A310,310-222F,21/11/1983,,F-WZEC,,,N801PA,25/05/1985,Pan Am,,Transferred
288,,Airbus A310,310-222F,21/11/1983,,F-WZEC,,,N801PA,01/11/1991,Delta Air Lines,,Transferred
288,,Airbus A310,310-222F,21/11/1983,,F-WZEC,,,N416FE,07/06/1995,Federal Express,Converted 310-222F - Stored 01/2010 at VCV,Stored
291,,Airbus A310,310-203,20/06/1984,,F-WZED,GE CF6-80A3,2,7T-VJC,31/08/1984,Air Algerie,Scrapped in 2014,Scrapped
293,,Airbus A310,310-203,02/08/1984,,F-WZEE,GE CF6-80A3,2,7T-VJD,20/12/1984,Air Algerie,Scrapped in 2014,Scrapped
295,,Airbus A310,310-203,15/12/1983,,F-WZEF,GE CF6-80A3,2,G-BKWT,20/03/1984,British Caledonian,,Transferred
295,,Airbus A310,310-203,15/12/1983,,F-WZEF,GE CF6-80A3,2,G-BKWT,27/05/1986,Cobra,,Transferred
295,,Airbus A310,310-203,15/12/1983,,F-WZEF,GE CF6-80A3,2,5A-DLA,01/08/1986,Libyan Arab Airlines,,Transferred
295,,Airbus A310,310-203,15/12/1983,,F-WZEF,GE CF6-80A3,2,7T-VJE,15/01/1988,Air Algerie,,Transferred
295,,Airbus A310,310-203,15/12/1983,,F-WZEF,GE CF6-80A3,2,7T-VJE,01/01/1990,Libyan Arab Airlines,,Transferred
295,,Airbus A310,310-203,15/12/1983,,F-WZEF,GE CF6-80A3,2,7T-VJE,31/08/1993,Air Algerie,,Transferred
295,,Airbus A310,310-203,15/12/1983,,F-WZEF,GE CF6-80A3,2,7T-VJE,26/08/1995,Royal Jordanian Airlines,,Transferred
295,,Airbus A310,310-203,15/12/1983,,F-WZEF,GE CF6-80A3,2,JY-AGU,15/05/1999,Royal Jordanian Airlines,,Transferred
295,,Airbus A310,310-203,15/12/1983,,F-WZEF,GE CF6-80A3,2,JY-AGU,04/11/2000,Libyan Arab Airlines,,Transferred
295,,Airbus A310,310-203,15/12/1983,,F-WZEF,GE CF6-80A3,2,5A-AGU,01/05/2001,Libyan Arab Airlines,,Transferred
295,,Airbus A310,310-203,15/12/1983,,F-WZEF,GE CF6-80A3,2,TS-IGU,01/12/2002,Libyan Arab Airlines,Re registered - Stored 05/2007,Stored
297,,Airbus A310,310-203,21/12/1983,,F-WZEH,GE CF6-80A3,2,PH-AGF,07/02/1984,KLM,,Transferred
297,,Airbus A310,310-203,21/12/1983,,F-WZEH,GE CF6-80A3,2,PH-AGF,30/04/1992,MEA,,Transferred
297,,Airbus A310,310-203,21/12/1983,,F-WZEH,GE CF6-80A3,2,N445FE,01/09/1997,Federal Express,Converted 310-203F Stored 06/2012,Stored
300,,Airbus A310,310-203,27/12/1983,,F-WZEG,GE CF6-80A3,2,5B-DAQ,16/02/1984,Cyprus Airways (Old),Std CHR 13/10/03 - To be scrapped,Scrapped
303,,Airbus A310,310-222,10/01/1984,,F-WZEI,PW JT9D-7R4E1,2,OO-SCA,23/02/1984,Sabena,,Transferred
303,,Airbus A310,310-222,10/01/1984,,F-WZEI,PW JT9D-7R4E1,2,N451FE,01/11/1997,Federal Express,Converted 310-222F - Stored 04/2010,Stored
306,,Airbus A310,310-203,20/01/1984,,F-WZEK,GE CF6-80A3,2,G-BKWU,20/03/1984,British Caledonian,,Transferred
306,,Airbus A310,310-203,20/01/1984,,F-WZEK,GE CF6-80A3,2,G-BKWU,27/05/1986,Cobra,,Transferred
306,,Airbus A310,310-203,20/01/1984,,F-WZEK,GE CF6-80A3,2,5A-DLB,01/08/1986,Libyan Arab Airlines,,Transferred
306,,Airbus A310,310-203,20/01/1984,,F-WZEK,GE CF6-80A3,2,7T-VJF,15/01/1988,Air Algerie,,Transferred
306,,Airbus A310,310-203,20/01/1984,,F-WZEK,GE CF6-80A3,2,7T-VJF,01/01/1991,Libyan Arab Airlines,,Transferred
306,,Airbus A310,310-203,20/01/1984,,F-WZEK,GE CF6-80A3,2,7T-VJF,01/05/1993,Air Algerie,,Transferred
306,,Airbus A310,310-203,20/01/1984,,F-WZEK,GE CF6-80A3,2,7T-VJF,29/07/1994,Royal Jordanian Airlines,,Transferred
306,,Airbus A310,310-203,20/01/1984,,F-WZEK,GE CF6-80A3,2,JY-AGV,11/05/1999,Royal Jordanian Airlines,,Transferred
306,,Airbus A310,310-203,20/01/1984,,F-WZEK,GE CF6-80A3,2,JY-AGV,01/08/2000,Libyan Arab Airlines,Stored at Amman 05/09/06,Stored
309,,Airbus A310,310-203,03/02/1984,,F-WZEM,GE CF6-80A3,2,5B-DAR,23/03/1984,Cyprus Airways (Old),Std BRU 03/2003,Transferred
309,,Airbus A310,310-203,03/02/1984,,F-WZEM,GE CF6-80A3,2,TC-AKV,01/04/2004,World Focus Airways,,Transferred
309,,Airbus A310,310-203,03/02/1984,,F-WZEM,GE CF6-80A3,2,TC-AKV,01/08/2004,THY Turkish Airlines,lsd from World Focus for 2 months,Transferred
309,,Airbus A310,310-203,03/02/1984,,F-WZEM,GE CF6-80A3,2,TC-AKV,01/05/2005,World Focus Airways,Stored at Mojave 17/05/05 - 20/05/05 N409ATScrapped,Scrapped
311,,Airbus A310,310-222,29/02/1984,,F-WZEJ,PW JT9D-7R4E1,2,B-2301,25/06/1985,CAAC,,Transferred
311,,Airbus A310,310-222,29/02/1984,,F-WZEJ,PW JT9D-7R4E1,2,B-2301,01/05/1988,China Eastern Airlines,,Transferred
311,,Airbus A310,310-222,29/02/1984,,F-WZEJ,PW JT9D-7R4E1,2,B-2301,01/06/1992,China Northwest Airlines,,Transferred
311,,Airbus A310,310-222,29/02/1984,,F-WZEJ,PW JT9D-7R4E1,2,B-2301,01/03/2003,China Eastern Airlines,Stored 25/09/2006,Stored
313,,Airbus A310,310-222,23/02/1984,,F-WZEP,PW JT9D-7R4E1,2,OO-SCB,30/03/1984,Sabena,,Transferred
313,,Airbus A310,310-222,23/02/1984,,F-WZEP,PW JT9D-7R4E1,2,OO-SCB,01/05/1987,Conair of Scandinavia,,Transferred
313,,Airbus A310,310-222,23/02/1984,,F-WZEP,PW JT9D-7R4E1,2,OO-SCB,17/10/1988,Somali Airlines,,Transferred
313,,Airbus A310,310-222,23/02/1984,,F-WZEP,PW JT9D-7R4E1,2,OO-SCB,20/03/1989,Sabena,,Transferred
313,,Airbus A310,310-222,23/02/1984,,F-WZEP,PW JT9D-7R4E1,2,N452FE,01/11/1997,Federal Express,Converted 310-222F - Stored 10/2009,Stored
316,,Airbus A310,310-203,10/03/1984,,,GE CF6-80A3,2,F-GEMA,27/04/1984,Air France,,Transferred
316,,Airbus A310,310-203,10/03/1984,,,GE CF6-80A3,2,N431FE,10/04/2001,Federal Express,Stored 03/2014 Converted 310-203F,Stored
318,,Airbus A310,310-222,16/03/1984,,F-WZEL,PW JT9D-7R4E1,2,9K-AHD,26/04/1984,Kuwait Airways,,Transferred
318,,Airbus A310,310-222,16/03/1984,,F-WZEL,PW JT9D-7R4E1,2,YI-AOA,02/08/1990,szd Iraq,,Transferred
318,,Airbus A310,310-222,16/03/1984,,F-WZEL,PW JT9D-7R4E1,2,F-WGYQ,01/01/1995,Airbus Industrie,,Transferred
318,,Airbus A310,310-222,16/03/1984,,F-WZEL,PW JT9D-7R4E1,2,F-OHPQ,01/04/1995,Yemenia,,Transferred
318,,Airbus A310,310-222,16/03/1984,,F-WZEL,PW JT9D-7R4E1,2,F-OHPQ,08/05/1996,Sabena,,Transferred
318,,Airbus A310,310-222,16/03/1984,,F-WZEL,PW JT9D-7R4E1,2,F-OHPQ,14/04/1997,Sudan Airways,,Transferred
318,,Airbus A310,310-222,16/03/1984,,F-WZEL,PW JT9D-7R4E1,2,F-OGPC,17/12/1997,AIFS,,Transferred
318,,Airbus A310,310-222,16/03/1984,,F-WZEL,PW JT9D-7R4E1,2,F-OHPQ,25/07/1998,Air Djibouti,,Transferred
318,,Airbus A310,310-222,16/03/1984,,F-WZEL,PW JT9D-7R4E1,2,F-OHPQ,01/06/1999,Royal Jordanian Airlines,,Transferred
318,,Airbus A310,310-222,16/03/1984,,F-WZEL,PW JT9D-7R4E1,2,F-OHPQ,01/11/1999,Libyan Arab Airlines,,Transferred
318,,Airbus A310,310-222,16/03/1984,,F-WZEL,PW JT9D-7R4E1,2,N456FE,20/02/2001,Federal Express,Converted 310-222FStored 06/2012,Stored
320,,Airbus A310,310-222,11/08/1984,,F-WZER,PW JT9D-7R4E1,2,B-2302,28/06/1985,CAAC,,Transferred
320,,Airbus A310,310-222,11/08/1984,,F-WZER,PW JT9D-7R4E1,2,B-2302,01/05/1988,China Eastern Airlines,,Transferred
320,,Airbus A310,310-222,11/08/1984,,F-WZER,PW JT9D-7R4E1,2,B-2302,29/04/1992,China Northwest Airlines,,Transferred
320,,Airbus A310,310-222,11/08/1984,,F-WZER,PW JT9D-7R4E1,2,B-2302,01/03/2003,China Eastern Airlines,Stored 09/2006,Transferred
320,,Airbus A310,310-222,11/08/1984,,F-WZER,PW JT9D-7R4E1,2,XY-AGE,15/01/2007,Air Bagan,,Stored
326,,Airbus A310,310-203,30/03/1984,,,GE CF6-80A3,2,F-GEMB,04/06/1984,Air France,,Transferred
326,,Airbus A310,310-203,30/03/1984,,,GE CF6-80A3,2,N432FE,11/04/2002,Federal Express,F Conversion 26/10/04 - Stored at VCV 05/2009,Stored
329,,Airbus A310,310-222,02/05/1984,,F-WZEA,PW JT9D-7R4E1,2,5N-AUG,14/12/1984,Nigeria Airways,Scrapped 1998 then fuselage moved to Charleroi 10/09/99 as Air US Caf,Scrapped
331,,Airbus A310,310-222,11/04/1984,,F-WZEO,PW JT9D-7R4E1,2,9K-AHE,30/05/1984,Kuwait Airways,,Transferred
331,,Airbus A310,310-222,11/04/1984,,F-WZEO,PW JT9D-7R4E1,2,YI-AOD,02/08/1990,szd Iraq,,Transferred
331,,Airbus A310,310-222,11/04/1984,,F-WZEO,PW JT9D-7R4E1,2,F-FGYT,17/11/1994,Airbus Industrie,,Transferred
331,,Airbus A310,310-222,11/04/1984,,F-WZEO,PW JT9D-7R4E1,2,OO-SCI,20/12/1994,Air Malta,,Transferred
331,,Airbus A310,310-222,11/04/1984,,F-WZEO,PW JT9D-7R4E1,2,F-OHPP,01/05/1995,Yemenia,,Transferred
331,,Airbus A310,310-222,11/04/1984,,F-WZEO,PW JT9D-7R4E1,2,F-WGYR,18/01/1996,Airbus Industrie,,Transferred
331,,Airbus A310,310-222,11/04/1984,,F-WZEO,PW JT9D-7R4E1,2,F-OHPP,16/02/1998,Air Maldives,,Transferred
331,,Airbus A310,310-222,11/04/1984,,F-WZEO,PW JT9D-7R4E1,2,N455FE,21/09/2000,Federal Express,Stored 12/2015Converted 310-222F,Stored
333,,Airbus A310,310-221,15/02/1985,,F-WZEG,,,N802PA,31/05/1985,Pan Am,,Transferred
333,,Airbus A310,310-221,15/02/1985,,F-WZEG,,,N802PA,01/11/1991,Delta Air Lines,,Transferred
333,,Airbus A310,310-221,15/02/1985,,F-WZEG,,,N417FE,25/08/1995,Federal Express,Converted 310-221F - Stored 12/2009,Stored
335,,Airbus A310,310-221,15/05/1984,,,,,F-GEMC,21/06/1984,Air France,,Transferred
335,,Airbus A310,310-221,15/05/1984,,,,,N433FE,17/01/2002,Federal Express,Converted to freighter 01/2004 - Stored at VCV 05/2009,Stored
338,,Airbus A310,310-203,05/04/1985,,F-WZET,GE CF6-80A3,2,TC-JCL,22/05/1985,THY Turkish Airlines,,Transferred
338,,Airbus A310,310-203,05/04/1985,,F-WZET,GE CF6-80A3,2,EP-IBM,23/05/2001,Iran Air,Stored at IKA 10/2008,Stored
339,,Airbus A310,310-222,11/07/1984,,F-WZEF,PW JT9D-7R4E1,2,9K-AHH,27/09/1984,Kuwait Airways,,Transferred
339,,Airbus A310,310-222,11/07/1984,,F-WZEF,PW JT9D-7R4E1,2,9K-AHH,27/09/1984,Boeing,,Transferred
339,,Airbus A310,310-222,11/07/1984,,F-WZEF,PW JT9D-7R4E1,2,N805PA,27/02/1986,Pan Am,,Transferred
339,,Airbus A310,310-222,11/07/1984,,F-WZEF,PW JT9D-7R4E1,2,N805PA,01/11/1991,Delta Air Lines,,Transferred
339,,Airbus A310,310-222,11/07/1984,,F-WZEF,PW JT9D-7R4E1,2,N420FE,07/09/1995,Federal Express,Converted 310-221F - Stored 08/2009,Stored
340,,Airbus A310,310-222,15/06/1984,,F-WZEH,PW JT9D-7R4E1,2,5N-AUH,14/12/1984,Nigeria Airways,,Stored
342,,Airbus A310,310-222,28/04/1984,,F-WZEI,PW JT9D-7R4E1,2,9K-AHJ,28/09/1984,Kuwait Airways,,Transferred
342,,Airbus A310,310-222,28/04/1984,,F-WZEI,PW JT9D-7R4E1,2,9K-AHJ,28/09/1984,Boeing,,Transferred
342,,Airbus A310,310-222,28/04/1984,,F-WZEI,PW JT9D-7R4E1,2,N806PA,05/02/1986,Pan Am,,Transferred
342,,Airbus A310,310-222,28/04/1984,,F-WZEI,PW JT9D-7R4E1,2,N806PA,01/11/1991,Delta Air Lines,,Transferred
342,,Airbus A310,310-222,28/04/1984,,F-WZEI,PW JT9D-7R4E1,2,N421FE,05/04/1995,Federal Express,Converted 310-221F Stored 02/2012,Stored
343,,Airbus A310,310-221,27/02/1985,,F-WZEK,,,N803PA,25/05/1985,Pan Am,,Transferred
343,,Airbus A310,310-221,27/02/1985,,F-WZEK,,,N803PA,01/11/1991,Delta Air Lines,,Transferred
343,,Airbus A310,310-221,27/02/1985,,F-WZEK,,,N418FE,13/07/1995,Federal Express,Converted 310-221FStored 06/2012,Stored
345,,Airbus A310,310-221,21/03/1985,,F-WZEL,,,N804PA,12/06/1985,Pan Am,,Transferred
345,,Airbus A310,310-221,21/03/1985,,F-WZEL,,,N804DL,01/11/1991,Delta Air Lines,,Transferred
345,,Airbus A310,310-221,21/03/1985,,F-WZEL,,,N804PA,19/01/1992,Delta Air Lines,,Transferred
345,,Airbus A310,310-221,21/03/1985,,F-WZEL,,,N419FE,03/05/1995,Federal Express,Converted 310-222F - Stored at VCV 01/2010 to 08/2010 Named KrysleeStored 05/2012,Stored
346,,Airbus A310,310-222,20/09/1984,,F-WZEM,PW JT9D-7R4E1,2,9K-AHK,29/10/1984,Kuwait Airways,,Transferred
346,,Airbus A310,310-222,20/09/1984,,F-WZEM,PW JT9D-7R4E1,2,9K-AHK,29/10/1984,Boeing,,Transferred
346,,Airbus A310,310-222,20/09/1984,,F-WZEM,PW JT9D-7R4E1,2,N807PA,08/02/1986,Pan Am,,Transferred
346,,Airbus A310,310-222,20/09/1984,,F-WZEM,PW JT9D-7R4E1,2,N807PA,01/11/1991,Delta Air Lines,,Transferred
346,,Airbus A310,310-222,20/09/1984,,F-WZEM,PW JT9D-7R4E1,2,N422FE,18/04/1995,Federal Express,Converted 310-222F - Stored at VCV 05/2009  Scrapped 10/2009,Scrapped
346,,Airbus A310,310-222,20/09/1984,,F-WZEM,PW JT9D-7R4E1,2,9K-AHK,29/10/1984,Kuwait Airways,,Transferred
346,,Airbus A310,310-222,20/09/1984,,F-WZEM,PW JT9D-7R4E1,2,9K-AHK,29/10/1984,Boeing,,Transferred
346,,Airbus A310,310-222,20/09/1984,,F-WZEM,PW JT9D-7R4E1,2,N807PA,08/02/1986,Pan Am,,Transferred
346,,Airbus A310,310-222,20/09/1984,,F-WZEM,PW JT9D-7R4E1,2,N807PA,01/11/1991,Delta Air Lines,,Transferred
346,,Airbus A310,310-222,20/09/1984,,F-WZEM,PW JT9D-7R4E1,2,N422FE,18/04/1995,Federal Express,Converted 310-222F - Stored at VCV 05/2009  Scrapped 10/2009,Scrapped
347,,Airbus A310,310-222,26/09/1984,,F-WZEO,PW JT9D-7R4E1,2,9V-STI,19/11/1984,Singapore Airlines,,Transferred
347,,Airbus A310,310-222,26/09/1984,,F-WZEO,PW JT9D-7R4E1,2,3B-STI,01/07/1997,MEA,Stored at Greenwood 08/07/03 for parting out,Scrapped
349,,Airbus A310,310-203C,03/10/1984,,F-WZEP,GE CF6-80A3,2,PH-MCB,29/11/1984,Martinair Holland,,Transferred
349,,Airbus A310,310-203C,03/10/1984,,F-WZEP,GE CF6-80A3,2,N415FE,15/11/1995,Federal Express,Converted 310-203F - Stored at VCV 08/2009,Stored
350,,Airbus A310,310-222,15/10/1984,,F-WZLH,PW JT9D-7R4E1,2,9V-STJ,28/11/1984,Singapore Airlines,,Transferred
350,,Airbus A310,310-222,15/10/1984,,F-WZLH,PW JT9D-7R4E1,2,3B-STJ,07/10/1997,MEA,Stored at Beirut - Stored at Greenwood 08/07/03 for parting out,Scrapped
