serialNumber,lnNumber,familyType,Type,firstFlight,planeAge,testRegistration,enginesType,enginesNumber,registration,deliveryDate,operator,remark,status
19647,16,Boeing 747,747-121,31/01/1970,,,PW JTD-7A,4,N740PA,24/02/1970,Pan Am,Named Clipper Rival,Transferred
19647,16,Boeing 747,747-121,31/01/1970,,,PW JTD-7A,4,N740PA,01/10/1990,GATX,,Transferred
19647,16,Boeing 747,747-121,31/01/1970,,,PW JTD-7A,4,N493GX,01/03/1992,Burnstein,,Transferred
19647,16,Boeing 747,747-121,31/01/1970,,,PW JTD-7A,4,N493GX,01/11/1992,Trans Intercontinental Air,,Transferred
19647,16,Boeing 747,747-121,31/01/1970,,,PW JTD-7A,4,N613FF,15/07/1993,Tower Air,,Stored
19648,17,Boeing 747,747-121,13/02/1970,,,PW JTD-7A,4,N741PA,28/02/1970,Pan Am,Named Clipper Sparking Wave,Transferred
19648,17,Boeing 747,747-121,13/02/1970,,,PW JTD-7A,4,N741PA,17/12/1990,GATX,Converted 747-121F,Transferred
19648,17,Boeing 747,747-121,13/02/1970,,,PW JTD-7A,4,N494GX,01/03/1992,Burnstein,,Transferred
19648,17,Boeing 747,747-121,13/02/1970,,,PW JTD-7A,4,N741PA,01/01/1993,PALC,,Transferred
19648,17,Boeing 747,747-121,13/02/1970,,,PW JTD-7A,4,N831FT,01/04/1993,Polar Air Cargo,,Transferred
19648,17,Boeing 747,747-121,13/02/1970,,,PW JTD-7A,4,N741SJ,20/04/1993,Polar Air Cargo,,Stored
19649,18,Boeing 747,747-121,18/02/1970,,,PW JTD-7A,4,N742PA,02/03/1970,Pan Am,Named Clipper Neptune s CarStored 10/1991,Scrapped
19650,24,Boeing 747,747-121,11/03/1970,,,PW JTD-7A,4,N743PA,28/03/1970,Pan Am,Named Clipper Black Sea,Transferred
19650,24,Boeing 747,747-121,11/03/1970,,,PW JTD-7A,4,N490GX,01/03/1992,Wilm,,Transferred
19650,24,Boeing 747,747-121,11/03/1970,,,PW JTD-7A,4,N617FF,28/08/1995,Tower Air,,Transferred
19650,24,Boeing 747,747-121,11/03/1970,,,PW JTD-7A,4,N617FF,26/05/2004,Logistic Air,Stored 2004,Transferred
19650,24,Boeing 747,747-121,11/03/1970,,,PW JTD-7A,4,N617FF,01/08/2008,THT Air Services,lsd from Logistic Air,Transferred
19650,24,Boeing 747,747-121,11/03/1970,,,PW JTD-7A,4,S2-AFA,01/02/2009,THT Air,,Transferred
19650,24,Boeing 747,747-121,11/03/1970,,,PW JTD-7A,4,S2-AFA,22/01/2010,Logistic Air,,Scrapped
19651,25,Boeing 747,747-121,03/03/1970,,,PW JTD-7A,4,N744PA,Due,Pan Am,,Transferred
19651,25,Boeing 747,747-121,03/03/1970,,,PW JTD-7A,4,N747GE,09/03/1992,General Electric,"Storedwill be exhibited at Pima Air & space museum in Tucson, Arizona.",Stored
19652,26,Boeing 747,747-121,15/03/1970,,,PW JTD-7A,4,N748PA,13/03/1970,Pan Am,Converted 747-121F - Scrapped In 1993,Scrapped
19653,30,Boeing 747,747-121,21/03/1970,,,PW JTD-7A,4,N749PA,10/04/1970,Pan Am,Scrapped At Marana In 1994,Scrapped
19654,32,Boeing 747,747-121,01/04/1970,,,PW JTD-7A,4,N750PA,26/04/1970,Pan Am,Named Clipper Neptune s Favorite,Scrapped
19655,33,Boeing 747,747-121,06/04/1970,,,PW JTD-7A,4,N751PA,24/04/1970,Pan Am,,Transferred
19655,33,Boeing 747,747-121,06/04/1970,,,PW JTD-7A,4,N751PA,01/11/1988,CNA,,Transferred
19655,33,Boeing 747,747-121,06/04/1970,,,PW JTD-7A,4,N751PA,01/12/1988,TWA,,Transferred
19655,33,Boeing 747,747-121,06/04/1970,,,PW JTD-7A,4,N751PA,05/01/1989,Evergreen Int,,Transferred
19655,33,Boeing 747,747-121,06/04/1970,,,PW JTD-7A,4,N751PA,01/03/1989,Orion Air US,,Transferred
19655,33,Boeing 747,747-121,06/04/1970,,,PW JTD-7A,4,N751PA,01/07/1989,Air Europe,lsd from Orion,Transferred
19655,33,Boeing 747,747-121,06/04/1970,,,PW JTD-7A,4,N781PA,01/09/1989,UTA,lsd from Orion,Transferred
19655,33,Boeing 747,747-121,06/04/1970,,,PW JTD-7A,4,N476EV,23/12/1989,Evergreen Int,Scrapped,Scrapped
19656,34,Boeing 747,747-121,10/04/1970,,,PW JTD-7A,4,N752PA,02/05/1970,Pan Am,,Written off
19657,37,Boeing 747,747-121,15/04/1970,,,PW JTD-7A,4,N753PA,29/04/1970,Pan Am,,Transferred
19657,37,Boeing 747,747-121,15/04/1970,,,PW JTD-7A,4,N753PA,01/11/1988,CNA,,Transferred
19657,37,Boeing 747,747-121,15/04/1970,,,PW JTD-7A,4,N753PA,01/12/1988,TWA,,Transferred
19657,37,Boeing 747,747-121,15/04/1970,,,PW JTD-7A,4,N473EV,13/07/1989,Evergreen Int,Converted 747-121F - Scrapped at Marana in 2001,Scrapped
19658,47,Boeing 747,747-121,15/05/1970,,,PW JTD-7A,4,N754PA,26/05/1970,Pan Am,,Transferred
19658,47,Boeing 747,747-121,15/05/1970,,,PW JTD-7A,4,LX-FCV,20/01/1988,Cargolux,,Transferred
19658,47,Boeing 747,747-121,15/05/1970,,,PW JTD-7A,4,LX-FCV,01/03/1988,Lionair,,Transferred
19658,47,Boeing 747,747-121,15/05/1970,,,PW JTD-7A,4,LX-FCV,01/03/1989,Air France,,Transferred
19658,47,Boeing 747,747-121,15/05/1970,,,PW JTD-7A,4,LX-FCV,15/06/1990,Corse Air,lsd by Air Libert,Transferred
19658,47,Boeing 747,747-121,15/05/1970,,,PW JTD-7A,4,F-GIMJ,31/01/1991,Corse Air,,Transferred
19658,47,Boeing 747,747-121,15/05/1970,,,PW JTD-7A,4,F-GIMJ,01/06/1991,Corsair,"Scrapped 03/2005Used in movie ""executive decision"" in 1996",Scrapped
19659,49,Boeing 747,747-121,21/05/1970,,,PW JTD-7A,4,N755PA,31/05/1970,Pan Am,,Transferred
19659,49,Boeing 747,747-121,21/05/1970,,,PW JTD-7A,4,N604FF,01/09/1988,Tower Air,,Transferred
19659,49,Boeing 747,747-121,21/05/1970,,,PW JTD-7A,4,N604FF,07/06/1992,Garuda,,Transferred
19659,49,Boeing 747,747-121,21/05/1970,,,PW JTD-7A,4,N604FF,23/10/1992,Tower Air,Scrapped at New York 1998,Scrapped
19660,50,Boeing 747,747-121,21/05/1970,,,PW JTD-7A,4,N770PA,31/05/1970,Pan Am,,Transferred
19660,50,Boeing 747,747-121,21/05/1970,,,PW JTD-7A,4,LX-GCV,13/01/1988,Cargolux,,Transferred
19660,50,Boeing 747,747-121,21/05/1970,,,PW JTD-7A,4,LX-GCV,01/04/1988,Lionair,,Transferred
19660,50,Boeing 747,747-121,21/05/1970,,,PW JTD-7A,4,LX-GCV,08/03/1990,Air France,,Transferred
19660,50,Boeing 747,747-121,21/05/1970,,,PW JTD-7A,4,F-GKLJ,15/06/1991,Corsair,,Transferred
19660,50,Boeing 747,747-121,21/05/1970,,,PW JTD-7A,4,F-GKLJ,01/01/2000,Air Mediterranee,brup 12/01,Scrapped
19661,70,Boeing 747,747-121,24/07/1970,,,PW JTD-7A,4,N771PA,04/08/1970,Pan Am,,Transferred
19661,70,Boeing 747,747-121,24/07/1970,,,PW JTD-7A,4,N819FT,24/02/1983,Flying Tigers,,Transferred
19661,70,Boeing 747,747-121,24/07/1970,,,PW JTD-7A,4,N628FE,07/08/1989,Federal Express,,Transferred
19661,70,Boeing 747,747-121,24/07/1970,,,PW JTD-7A,4,N681UP,31/05/1991,UPS,Stored at Roswell 11/2007,Stored
19667,5,Boeing 747,747-131,13/07/1969,50.7,,PW JT9D-7A,4,N93101,18/08/1970,TWA,,Transferred
19667,5,Boeing 747,747-131,13/07/1969,50.7,,PW JT9D-7A,4,5-280,01/03/1975,Iran Air Force,,Transferred
19667,5,Boeing 747,747-131,13/07/1969,50.7,,PW JT9D-7A,4,N93101,04/03/1975,Boeing,Converted 747-131F,Transferred
19667,5,Boeing 747,747-131,13/07/1969,50.7,,PW JT9D-7A,4,5-8101,31/08/1976,Iran Air Force,,Transferred
19667,5,Boeing 747,747-131,13/07/1969,50.7,,PW JT9D-7A,4,EP-NHJ,01/02/1984,Iran Air,,Transferred
19667,5,Boeing 747,747-131,13/07/1969,50.7,,PW JT9D-7A,4,EP-NHV,01/07/1985,Iran Air,,Transferred
19667,5,Boeing 747,747-131,13/07/1969,50.7,,PW JT9D-7A,4,5-8101,01/01/1986,Iran Air Force,,Transferred
19667,5,Boeing 747,747-131,13/07/1969,50.7,,PW JT9D-7A,4,EP-AJT,01/01/2013,Iran Air Force,,Transferred
19667,5,Boeing 747,747-131,13/07/1969,50.7,,PW JT9D-7A,4,EP-CQB,01/01/2018,Caspian Airlines,,Active
19668,8,Boeing 747,747-131,07/12/1969,50.3,,PW JT9D-7A,4,N93102,31/12/1969,TWA,,Transferred
19668,8,Boeing 747,747-131,07/12/1969,50.3,,PW JT9D-7A,4,N93102,14/11/1975,Boeing,,Transferred
19668,8,Boeing 747,747-131,07/12/1969,50.3,,PW JT9D-7A,4,5-285,14/11/1975,Iran Air Force,,Transferred
19668,8,Boeing 747,747-131,07/12/1969,50.3,,PW JT9D-7A,4,5-8106,01/01/1976,Iran Air Force,,Transferred
19668,8,Boeing 747,747-131,07/12/1969,50.3,,PW JT9D-7A,4,EP-NHK,15/04/1983,Iran Air,,Transferred
19668,8,Boeing 747,747-131,07/12/1969,50.3,,PW JT9D-7A,4,5-8106,01/01/1985,Iran Air Force,,Active
19669,9,Boeing 747,747-131,05/12/1969,50.4,,PW JT9D-7A,4,N93103,08/10/1970,TWA,,Transferred
19669,9,Boeing 747,747-131,05/12/1969,50.4,,PW JT9D-7A,4,5-287,01/12/1975,Iran Air Force,,Transferred
19669,9,Boeing 747,747-131,05/12/1969,50.4,,PW JT9D-7A,4,N93103,02/12/1975,Boeing,Converted 747-131F,Transferred
19669,9,Boeing 747,747-131,05/12/1969,50.4,,PW JT9D-7A,4,5-8108,01/01/1976,Iran Air Force,,Transferred
19669,9,Boeing 747,747-131,05/12/1969,50.4,,PW JT9D-7A,4,EP-NHD,01/04/1983,Iran Air,,Transferred
19669,9,Boeing 747,747-131,05/12/1969,50.4,,PW JT9D-7A,4,5-8108,01/01/1985,Iran Air Force,,Active
19670,20,Boeing 747,747-131,09/02/1970,,,PW JT9D-7A,4,N93104,20/02/1970,TWA,,Transferred
19670,20,Boeing 747,747-131,09/02/1970,,,PW JT9D-7A,4,N93104,10/12/1990,Tower Air,,Transferred
19670,20,Boeing 747,747-131,09/02/1970,,,PW JT9D-7A,4,N93104,15/04/1991,TWA,,Scrapped
19671,21,Boeing 747,747-131,23/02/1970,,,PW JT9D-7A,4,N93105,09/03/1970,TWA,,Scrapped
19672,28,Boeing 747,747-131,20/03/1970,,,PW JT9D-7A,4,N93106,03/04/1970,TWA,,Transferred
19672,28,Boeing 747,747-131,20/03/1970,,,PW JT9D-7A,4,N608FF,25/03/1992,Tower Air,scrapped at VCV May 2005,Scrapped
19673,35,Boeing 747,747-131,13/04/1970,,,PW JT9D-7A,4,N93107,29/04/1970,TWA,Broken up at Marana in 2001,Scrapped
19674,38,Boeing 747,747-131,19/04/1970,,,PW JT9D-7A,4,N93108,07/05/1970,TWA,Broken up at Marana in 2002,Scrapped
19675,43,Boeing 747,747-131,13/05/1970,,,PW JT9D-7A,4,N93109,23/05/1970,TWA,Broken up at Marana in 2001,Scrapped
19676,63,Boeing 747,747-131,27/07/1970,,,PW JT9D-7A,4,N53110,10/08/1970,TWA,Scrapped at Mojave in 1999,Scrapped
19677,73,Boeing 747,747-131,15/09/1970,,,PW JT9D-7A,4,N53111,26/09/1970,TWA,,Transferred
19677,73,Boeing 747,747-131,15/09/1970,,,PW JT9D-7A,4,N53111,15/10/1975,Boeing,,Transferred
19677,73,Boeing 747,747-131,15/09/1970,,,PW JT9D-7A,4,5-283,01/11/1975,Iran Air Force,,Written off
19678,78,Boeing 747,747-131,24/09/1970,49.5,,PW JT9D-7A,4,N53112,04/10/1970,TWA,,Transferred
19678,78,Boeing 747,747-131,24/09/1970,49.5,,PW JT9D-7A,4,N53112,14/03/1975,Boeing,Converted 747-131F,Transferred
19678,78,Boeing 747,747-131,24/09/1970,49.5,,PW JT9D-7A,4,5-281,14/03/1975,Iran Air Force,,Transferred
19678,78,Boeing 747,747-131,24/09/1970,49.5,,PW JT9D-7A,4,5-8102,31/08/1976,Iran Air Force,,Transferred
19678,78,Boeing 747,747-131,24/09/1970,49.5,,PW JT9D-7A,4,EP-NHT,01/06/1984,Iran Air Force,,Active
19725,31,Boeing 747,747-146SF,31/03/1970,,,PW JT9D-7A,4,JA8101,22/04/1970,Japan Airlines,,Transferred
19725,31,Boeing 747,747-146SF,31/03/1970,,,PW JT9D-7A,4,JA8101,01/08/1989,Japan Asia Airways,,Transferred
19725,31,Boeing 747,747-146SF,31/03/1970,,,PW JT9D-7A,4,JA8101,01/04/1991,Japan Airlines,,Transferred
19725,31,Boeing 747,747-146SF,31/03/1970,,,PW JT9D-7A,4,N701CK,04/08/1992,American Int Airways,Converted 747-146F,Stored
19726,51,Boeing 747,747-146,16/05/1970,,,PW JT9D-7A,4,JA8102,28/05/1970,Japan Airlines,,Transferred
19726,51,Boeing 747,747-146,16/05/1970,,,PW JT9D-7A,4,JA8102,10/12/1982,Japan Asia Airways,,Transferred
19726,51,Boeing 747,747-146,16/05/1970,,,PW JT9D-7A,4,JA8102,09/11/1986,Japan Airlines,,Transferred
19726,51,Boeing 747,747-146,16/05/1970,,,PW JT9D-7A,4,JA8102,01/01/1991,Japan Asia Airways,,Transferred
19726,51,Boeing 747,747-146,16/05/1970,,,PW JT9D-7A,4,5N-EDO,03/06/1992,Okada Air,,Transferred
19726,51,Boeing 747,747-146,16/05/1970,,,PW JT9D-7A,4,5N-EDO,01/01/1993,Okada Air,,Transferred
19726,51,Boeing 747,747-146,16/05/1970,,,PW JT9D-7A,4,5N-EDO,01/03/1993,Hold Trade Air,,Transferred
19726,51,Boeing 747,747-146,16/05/1970,,,PW JT9D-7A,4,5N-BBB,15/04/2012,Kabo Air,,Scrapped
19727,54,Boeing 747,747-146SF,09/06/1970,,,PW JT9D-7A,4,JA8103,26/06/1970,Japan Airlines,,Transferred
19727,54,Boeing 747,747-146SF,09/06/1970,,,PW JT9D-7A,4,JA8103,24/11/1982,Japan Asia Airways,,Transferred
19727,54,Boeing 747,747-146SF,09/06/1970,,,PW JT9D-7A,4,N703CK,22/12/1992,American Int Airways,,Transferred
19727,54,Boeing 747,747-146SF,09/06/1970,,,PW JT9D-7A,4,N703CK,28/04/1993,Saudia,,Transferred
19727,54,Boeing 747,747-146SF,09/06/1970,,,PW JT9D-7A,4,N703CK,02/03/1996,American Int Airways,Used in the movie Air Force One,Transferred
19727,54,Boeing 747,747-146SF,09/06/1970,,,PW JT9D-7A,4,N703CK,03/02/1999,Kitty Hawk,,Stored
19729,36,Boeing 747,747-143,14/04/1970,,,PW JT9D-7A,4,I-DEMA,13/05/1970,Alitalia,Named Neil Armstrong,Transferred
19729,36,Boeing 747,747-143,14/04/1970,,,PW JT9D-7A,4,N355AS,03/11/1981,Boeing,,Transferred
19729,36,Boeing 747,747-143,14/04/1970,,,PW JT9D-7A,4,N355AS,12/08/1982,Hawaii Express,,Transferred
19729,36,Boeing 747,747-143,14/04/1970,,,PW JT9D-7A,4,N355AS,08/06/1983,Flying Tigers,,Transferred
19729,36,Boeing 747,747-143,14/04/1970,,,PW JT9D-7A,4,N603PE,27/06/1984,People Express,,Transferred
19729,36,Boeing 747,747-143,14/04/1970,,,PW JT9D-7A,4,N603PE,01/02/1987,Continental Airlines,,Transferred
19729,36,Boeing 747,747-143,14/04/1970,,,PW JT9D-7A,4,N17010,01/07/1990,Continental Airlines,,Transferred
19729,36,Boeing 747,747-143,14/04/1970,,,PW JT9D-7A,4,N128TW,12/07/1996,TWA,,Scrapped
19730,56,Boeing 747,747-143,13/06/1970,,N1796B,PW JT9D-7A,4,I-DEME,01/07/1970,Alitalia,,Transferred
19730,56,Boeing 747,747-143,13/06/1970,,N1796B,PW JT9D-7A,4,I-DEME,26/09/1976,Aer Lingus,,Transferred
19730,56,Boeing 747,747-143,13/06/1970,,N1796B,PW JT9D-7A,4,N356AS,16/09/1981,Boeing,,Transferred
19730,56,Boeing 747,747-143,13/06/1970,,N1796B,PW JT9D-7A,4,N356AS,26/07/1982,SAS Scandinavian Airlines,,Transferred
19730,56,Boeing 747,747-143,13/06/1970,,N1796B,PW JT9D-7A,4,N356AS,30/07/1982,Scanair,,Transferred
19730,56,Boeing 747,747-143,13/06/1970,,N1796B,PW JT9D-7A,4,N606PE,17/06/1985,People Express,,Transferred
19730,56,Boeing 747,747-143,13/06/1970,,N1796B,PW JT9D-7A,4,N606PE,01/02/1987,Continental Airlines,,Transferred
19730,56,Boeing 747,747-143,13/06/1970,,N1796B,PW JT9D-7A,4,N17011,01/06/1990,Continental Airlines,,Scrapped
19731,120,Boeing 747,747-243B,20/02/1971,,,GE CF6-50E2,4,I-DEMO,30/03/1971,Alitalia,,Transferred
19731,120,Boeing 747,747-243B,20/02/1971,,,GE CF6-50E2,4,N357AS,10/12/1981,Boeing,,Transferred
19731,120,Boeing 747,747-243B,20/02/1971,,,GE CF6-50E2,4,N357AS,17/08/1983,Cargolux,,Transferred
19731,120,Boeing 747,747-243B,20/02/1971,,,GE CF6-50E2,4,N604PE,06/06/1984,People Express,,Transferred
19731,120,Boeing 747,747-243B,20/02/1971,,,GE CF6-50E2,4,N78020,01/03/1991,Continental Airlines,,Scrapped
19732,134,Boeing 747,747-243B,28/04/1971,,,GE CF6-50E2,4,I-DEMU,07/05/1971,Alitalia,,Transferred
19732,134,Boeing 747,747-243B,28/04/1971,,,GE CF6-50E2,4,N358AS,19/11/1981,Boeing,,Transferred
19732,134,Boeing 747,747-243B,28/04/1971,,,GE CF6-50E2,4,N358AS,01/08/1983,Overseas National Airways,,Transferred
19732,134,Boeing 747,747-243B,28/04/1971,,,GE CF6-50E2,4,N358AS,01/12/1983,National Airlines (Old),,Transferred
19732,134,Boeing 747,747-243B,28/04/1971,,,GE CF6-50E2,4,N358AS,01/09/1984,Malaysia Airlines,,Transferred
19732,134,Boeing 747,747-243B,28/04/1971,,,GE CF6-50E2,4,N358AS,01/10/1984,National Airlines (Old),,Transferred
19732,134,Boeing 747,747-243B,28/04/1971,,,GE CF6-50E2,4,B-2440,20/05/1985,CAAC,,Transferred
19732,134,Boeing 747,747-243B,28/04/1971,,,GE CF6-50E2,4,N747BL,18/12/1985,Boeing,,Transferred
19732,134,Boeing 747,747-243B,28/04/1971,,,GE CF6-50E2,4,G-VGIN,31/01/1986,Virgin Atlantic,,Transferred
19732,134,Boeing 747,747-243B,28/04/1971,,,GE CF6-50E2,4,5N-EEE,28/10/2001,Kabo Air,Stored at Marana 10/2007   Scrapped April 2008,Scrapped
19733,42,Boeing 747,747-124SF,02/05/1970,,,PW JT9D-7A,4,N26861,18/05/1970,Continental Airlines,,Transferred
19733,42,Boeing 747,747-124SF,02/05/1970,,,PW JT9D-7A,4,5-289,01/09/1975,Iran Air Force,,Transferred
19733,42,Boeing 747,747-124SF,02/05/1970,,,PW JT9D-7A,4,N26861,11/09/1975,Boeing,Converted 747-124F,Transferred
19733,42,Boeing 747,747-124SF,02/05/1970,,,PW JT9D-7A,4,5-8110,01/01/1976,Iran Air Force,,Transferred
19733,42,Boeing 747,747-124SF,02/05/1970,,,PW JT9D-7A,4,N26861,06/01/1978,Boeing,,Transferred
19733,42,Boeing 747,747-124SF,02/05/1970,,,PW JT9D-7A,4,N750WA,09/02/1978,World Airways,,Transferred
19733,42,Boeing 747,747-124SF,02/05/1970,,,PW JT9D-7A,4,N809FT,01/07/1978,Flying Tigers,,Transferred
19733,42,Boeing 747,747-124SF,02/05/1970,,,PW JT9D-7A,4,N750WA,15/07/1980,World Airways,,Transferred
19733,42,Boeing 747,747-124SF,02/05/1970,,,PW JT9D-7A,4,N750WA,25/11/1981,Flying Tigers,,Transferred
19733,42,Boeing 747,747-124SF,02/05/1970,,,PW JT9D-7A,4,HK-2900X,02/07/1982,Avianca,,Transferred
19733,42,Boeing 747,747-124SF,02/05/1970,,,PW JT9D-7A,4,HK-2900X,01/07/1986,Avianca,,Transferred
19733,42,Boeing 747,747-124SF,02/05/1970,,,PW JT9D-7A,4,N822FT,01/08/1988,Flying Tigers,,Transferred
19733,42,Boeing 747,747-124SF,02/05/1970,,,PW JT9D-7A,4,N630FE,07/08/1989,Federal Express,,Transferred
19733,42,Boeing 747,747-124SF,02/05/1970,,,PW JT9D-7A,4,N630SJ,24/06/1993,Polar Air Cargo,,Transferred
19733,42,Boeing 747,747-124SF,02/05/1970,,,PW JT9D-7A,4,N855FT,26/08/1994,Polar Air Cargo,,Scrapped
19734,58,Boeing 747,747-124,02/07/1970,,,PW JT9D-7A,4,N26862,13/07/1970,Continental Airlines,,Transferred
19734,58,Boeing 747,747-124,02/07/1970,,,PW JT9D-7A,4,N26862,15/10/1975,Boeing,Air Force of Iran Not Taken Up (5-290 and 5-8111),Transferred
19734,58,Boeing 747,747-124,02/07/1970,,,PW JT9D-7A,4,N747AV,15/09/1976,Boeing,,Transferred
19734,58,Boeing 747,747-124,02/07/1970,,,PW JT9D-7A,4,HK-2000,01/11/1976,Avianca,,Transferred
19734,58,Boeing 747,747-124,02/07/1970,,,PW JT9D-7A,4,N747BA,01/02/1983,Boeing,,Transferred
19734,58,Boeing 747,747-124,02/07/1970,,,PW JT9D-7A,4,N747BA,14/08/1983,SAS Scandinavian Airlines,,Transferred
19734,58,Boeing 747,747-124,02/07/1970,,,PW JT9D-7A,4,N747BA,22/08/1983,Air Algerie,,Transferred
19734,58,Boeing 747,747-124,02/07/1970,,,PW JT9D-7A,4,N602FF,31/05/1984,Tower Air,,Transferred
19734,58,Boeing 747,747-124,02/07/1970,,,PW JT9D-7A,4,N602FF,15/05/1996,Saudi Arabian Airlines,,Transferred
19734,58,Boeing 747,747-124,02/07/1970,,,PW JT9D-7A,4,N602FF,23/08/1998,Tower Air,Scrapped At Jfk,Scrapped
19735,64,Boeing 747,747-124BSF,17/07/1970,,,PW JT9D-7A,4,N26863,12/08/1970,Continental Airlines,,Transferred
19735,64,Boeing 747,747-124BSF,17/07/1970,,,PW JT9D-7A,4,N26863,30/10/1975,Boeing,Converted 747-124F,Transferred
19735,64,Boeing 747,747-124BSF,17/07/1970,,,PW JT9D-7A,4,5-291,01/11/1975,Iran Air Force,,Transferred
19735,64,Boeing 747,747-124BSF,17/07/1970,,,PW JT9D-7A,4,5-8112,01/01/1976,Iran Air Force,,Transferred
19735,64,Boeing 747,747-124BSF,17/07/1970,,,PW JT9D-7A,4,N8289V,11/04/1977,Boeing,,Transferred
