serialNumber,lnNumber,familyType,Type,firstFlight,planeAge,testRegistration,enginesType,enginesNumber,registration,deliveryDate,operator,remark,status
7855,,Airbus A321,321-231,02/11/2017,2.4,,IAE V2533-A5,2,N987JT,17/11/2017,JetBlue Airways,,Active
7857,,Airbus A321,321-231,21/08/2017,2.6,D-AVXF,IAE V2533-A5,2,N678NK,01/09/2017,Spirit Airlines,,Active
7861,,Airbus A321,321-253N,23/10/2017,2.5,D-AVYH,CFMI LEAP-1A33,2,N923VA,01/11/2017,Virgin America,,Transferred
7861,,Airbus A321,321-253N,23/10/2017,2.5,D-AVYH,CFMI LEAP-1A33,2,N923VA,11/01/2018,Alaska Airlines,Lsd From Gecas,Active
7865,,Airbus A321,321-211,02/10/2017,2.5,D-AVYR,CFMI CFM56-5B3/P,2,B-8996,14/10/2017,China Southern Airlines,,Active
7870,,Airbus A321,321-231,26/10/2017,2.5,F-WZMS,IAE V2533-A5,2,N680NK,15/11/2017,Spirit Airlines,,Active
7872,,Airbus A321,321-231,25/08/2017,2.6,D-AVZH,IAE V2533-A5,2,B-LEG,07/09/2017,Hong Kong Express Airways,Lsd From Bocomm Leasing,Active
7874,,Airbus A321,321-231,04/09/2017,2.6,D-AVZK,IAE V2533-A5,2,N984JB,08/09/2017,JetBlue Airways,Named: Suavementa,Active
7876,,Airbus A321,321-231,04/09/2017,2.6,D-AVZM,IAE V2533-A5,2,N910AU,07/09/2017,American Airlines,,Active
7878,,Airbus A321,321-211,26/09/2017,2.5,D-AVZQ,CFMI CFM56-5B3/P,2,VP-BTH,27/10/2017,Aeroflot,Named Robert Rozhdestvensky  Lsd From Skyco Financial,Active
7879,,Airbus A321,321-211,21/09/2017,,D-AVZR,CFMI CFM56-5B3/P,2,XA-TEA,30/09/2017,Interjet,Returned to lessor 03/2020Lsd From Acg,Stored
7881,,Airbus A321,321-272N,21/09/2017,2.6,D-AZAO,PW PW1130G,2,JA132A,04/10/2017,All Nippon Airways,,Active
7882,,Airbus A321,321-231,06/09/2017,2.6,D-AZAS,IAE V2533-A5,2,B-1005,14/09/2017,Juneyao Airlines,Lsd From Boc,Active
7884,,Airbus A321,321-211,24/11/2017,2.4,D-AZAT,CFMI CFM56-5B3/P,2,N721FR,01/12/2017,Frontier Airlines,Named Cody & Dakota The Coyotes,Active
7885,,Airbus A321,321-211,07/11/2017,2.4,F-WZMT,CFMI CFM56-5B3/P,2,N329DN,27/11/2017,Delta Air Lines,Lsd From Bbam,Active
7888,,Airbus A321,321-211,29/09/2017,2.5,D-AZAU,CFMI CFM56-5B3/P,2,VN-A632,16/10/2017,VietJetAir,,Active
7891,,Airbus A321,321-251N,23/11/2017,2.4,D-AZAV,CFMI LEAP-1A,2,4R-ANE,01/12/2017,Srilankan Airlines,Lsd From Alc,Active
7894,,Airbus A321,321-211,17/10/2017,2.5,D-AZAW,CFMI CFM56-5B3/P,2,VN-A633,28/10/2017,VietJetAir,Lsd From Jsa,Active
7895,,Airbus A321,321-271N,08/05/2018,1.9,D-AZAX,PW PW1133G,2,B-8682,22/05/2018,Sichuan Airlines,,Active
7896,,Airbus A321,321-211,21/11/2017,2.4,F-WZMU,CFMI CFM56-5B3/P,2,N330DX,06/12/2017,Delta Air Lines,,Active
7898,,Airbus A321,321-211,23/11/2017,2.4,D-AYAT,CFMI CFM56-5B3/P,2,VN-A634,30/11/2017,VietJetAir,Leased From Sky Aviation Leasing,Active
7898,,Airbus A321,321-211,23/11/2017,2.4,D-AYAT,CFMI CFM56-5B3/P,2,VN-A634,30/11/2017,VietJetAir,Leased From Sky Aviation Leasing,Active
7903,,Airbus A321,321-211,17/10/2017,,D-AYAC,CFMI CFM56-5B3/P,2,XA-PAT,09/11/2017,Interjet,Stored 03/2020Lsd From Acg,Stored
7907,,Airbus A321,321-231,27/09/2017,2.5,D-AYAD,IAE V2533-A5,2,N986JB,06/10/2017,JetBlue Airways,Named: Mike India November Tango,Active
